# Particle centroids in pixel units
# Particle radii - half of the average of the major and minor diameters of an ellipse fit to the particle area
# total particles: 3676
# mean radius: 3.2 Std.Dev. 0.14 (nm), 9.3 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
2.6203e+01	1.6198e+02	3.2678e+00
4.0984e+02	1.6231e+02	3.0637e+00
9.3846e+02	1.6249e+02	3.1516e+00
1.3298e+03	1.6156e+02	3.1323e+00
1.7912e+02	1.6329e+02	3.2131e+00
6.6239e+02	1.6349e+02	3.2481e+00
1.2055e+03	1.6364e+02	3.2589e+00
3.8293e+02	1.6454e+02	3.1633e+00
9.1100e+02	1.6489e+02	3.4911e+00
1.5206e+02	1.6446e+02	3.0586e+00
6.3666e+02	1.6628e+02	3.2149e+00
1.0571e+03	1.6527e+02	3.1733e+00
1.2517e+02	1.6700e+02	3.3097e+00
3.5653e+02	1.6618e+02	3.1975e+00
6.1117e+02	1.6731e+02	3.2374e+00
1.1522e+03	1.6839e+02	3.1349e+00
1.3020e+03	1.6588e+02	3.4241e+00
3.0174e+02	1.6982e+02	3.6016e+00
8.8455e+02	1.6632e+02	3.3691e+00
1.1808e+03	1.6676e+02	3.5910e+00
9.7095e+01	1.6851e+02	3.2044e+00
3.2843e+02	1.6786e+02	3.1486e+00
5.5778e+02	1.6854e+02	3.1940e+00
5.8409e+02	1.6842e+02	3.1451e+00
8.5695e+02	1.6840e+02	3.3103e+00
1.0308e+03	1.6730e+02	3.3900e+00
7.0413e+01	1.7101e+02	3.3799e+00
5.0468e+02	1.7146e+02	3.3279e+00
8.3215e+02	1.7026e+02	3.1337e+00
1.2758e+03	1.6979e+02	3.2478e+00
8.0586e+02	1.7151e+02	3.2634e+00
1.1276e+03	1.7161e+02	2.8051e+00
1.2480e+03	1.7141e+02	3.4371e+00
4.7759e+02	1.7322e+02	3.2459e+00
5.3176e+02	1.7077e+02	3.4608e+00
7.8028e+02	1.7291e+02	3.2450e+00
9.7841e+02	1.7291e+02	3.4451e+00
1.0025e+03	1.7092e+02	3.0272e+00
1.3560e+03	1.6892e+02	6.6011e+00
1.3022e+01	1.7589e+02	4.1946e+00
4.1680e+01	1.7265e+02	3.2937e+00
2.4939e+02	1.7294e+02	3.5367e+00
2.7564e+02	1.7246e+02	3.1357e+00
7.2844e+02	1.7397e+02	3.2751e+00
7.5425e+02	1.7373e+02	3.1408e+00
4.2380e+02	1.7507e+02	3.2435e+00
4.4994e+02	1.7403e+02	3.3052e+00
1.2209e+03	1.7461e+02	3.1024e+00
2.2150e+02	1.7470e+02	3.0690e+00
7.0195e+02	1.7577e+02	3.1653e+00
9.5192e+02	1.7522e+02	3.1868e+00
1.0998e+03	1.7468e+02	3.2896e+00
1.9380e+02	1.7596e+02	3.1465e+00
3.9768e+02	1.7645e+02	3.2066e+00
1.3167e+03	1.7741e+02	3.2073e+00
3.7006e+02	1.7825e+02	3.2406e+00
6.7584e+02	1.7698e+02	3.1825e+00
9.2550e+02	1.7699e+02	3.4334e+00
1.0713e+03	1.7845e+02	3.4692e+00
1.1942e+03	1.7882e+02	2.9409e+00
1.4010e+02	1.7878e+02	3.1041e+00
1.6649e+02	1.7819e+02	3.3552e+00
6.5050e+02	1.7926e+02	3.2734e+00
8.9747e+02	1.7918e+02	3.2146e+00
3.4339e+02	1.8078e+02	3.3106e+00
8.7214e+02	1.8043e+02	3.2240e+00
1.1148e+02	1.8086e+02	3.1421e+00
5.7172e+02	1.8173e+02	3.2786e+00
6.2475e+02	1.8091e+02	3.2344e+00
8.4392e+02	1.8211e+02	3.1326e+00
1.0447e+03	1.8147e+02	3.0343e+00
1.2894e+03	1.8198e+02	2.7889e+00
8.5750e+01	1.8273e+02	3.2027e+00
5.9805e+02	1.8174e+02	3.3353e+00
1.0192e+03	1.8286e+02	3.2050e+00
1.1665e+03	1.8162e+02	3.2161e+00
3.1687e+02	1.8303e+02	3.5072e+00
5.4521e+02	1.8360e+02	3.2112e+00
1.1393e+03	1.8349e+02	3.2299e+00
1.2634e+03	1.8388e+02	3.5752e+00
2.6331e+02	1.8587e+02	3.3111e+00
2.9135e+02	1.8455e+02	3.3721e+00
8.2028e+02	1.8392e+02	3.2891e+00
4.9115e+02	1.8593e+02	3.0095e+00
5.1898e+02	1.8479e+02	3.3869e+00
7.9389e+02	1.8560e+02	3.2568e+00
4.6434e+02	1.8638e+02	3.3299e+00
7.4170e+02	1.8731e+02	3.2379e+00
7.6765e+02	1.8662e+02	3.1063e+00
9.9201e+02	1.8612e+02	3.0751e+00
1.1140e+03	1.8662e+02	3.4469e+00
3.0077e+01	1.8726e+02	3.4036e+00
7.1617e+02	1.8844e+02	3.2125e+00
9.6650e+02	1.8738e+02	3.0374e+00
1.2356e+03	1.8769e+02	3.0821e+00
9.3954e+02	1.8877e+02	3.2472e+00
5.7513e+01	1.8712e+02	3.4557e+00
1.8061e+02	1.8979e+02	3.5405e+00
2.0896e+02	1.8920e+02	3.4464e+00
2.3537e+02	1.8847e+02	3.1646e+00
4.1083e+02	1.8919e+02	3.1982e+00
4.3781e+02	1.8914e+02	3.1834e+00
1.0888e+03	1.8940e+02	3.4221e+00
6.6399e+02	1.9158e+02	3.1489e+00
6.8950e+02	1.8975e+02	3.1008e+00
1.2091e+03	1.9036e+02	3.4107e+00
1.5399e+02	1.9143e+02	3.2378e+00
3.8454e+02	1.9161e+02	3.2066e+00
9.1368e+02	1.9114e+02	2.9872e+00
1.3316e+03	1.9081e+02	3.5153e+00
6.3793e+02	1.9355e+02	3.2138e+00
1.0596e+03	1.9232e+02	3.2664e+00
1.2721e+02	1.9334e+02	3.4958e+00
3.5823e+02	1.9399e+02	3.2814e+00
6.1195e+02	1.9447e+02	3.2615e+00
8.8610e+02	1.9314e+02	3.0941e+00
1.0318e+03	1.9494e+02	3.1207e+00
1.3046e+03	1.9339e+02	3.3349e+00
3.3181e+02	1.9511e+02	3.2045e+00
5.8502e+02	1.9558e+02	3.1833e+00
1.1819e+03	1.9365e+02	3.3093e+00
8.3262e+02	1.9633e+02	3.0757e+00
8.6026e+02	1.9472e+02	3.2554e+00
1.1541e+03	1.9553e+02	3.4056e+00
1.2788e+03	1.9585e+02	3.1948e+00
1.0000e+02	1.9564e+02	3.1395e+00
5.3284e+02	1.9781e+02	2.9361e+00
3.0372e+02	1.9690e+02	3.1082e+00
5.0631e+02	1.9802e+02	3.3965e+00
5.5864e+02	1.9629e+02	3.2902e+00
1.0056e+03	1.9753e+02	3.3106e+00
2.7721e+02	1.9921e+02	3.3393e+00
4.7853e+02	1.9921e+02	3.2516e+00
8.0670e+02	1.9913e+02	3.2679e+00
7.2460e+01	1.9905e+02	3.5601e+00
7.7990e+02	1.9888e+02	3.1557e+00
1.1289e+03	1.9909e+02	3.2586e+00
4.5261e+01	2.0045e+02	3.3266e+00
4.5161e+02	2.0054e+02	3.1661e+00
7.5571e+02	2.0055e+02	3.1765e+00
9.8047e+02	2.0043e+02	3.2740e+00
1.2497e+03	2.0034e+02	3.5339e+00
1.3570e+03	2.0065e+02	5.0539e+00
1.4266e+01	2.0275e+02	4.2821e+00
2.2300e+02	2.0165e+02	3.0870e+00
2.5001e+02	2.0060e+02	3.1569e+00
3.9939e+02	2.0286e+02	3.2247e+00
7.2930e+02	2.0202e+02	3.2064e+00
1.1010e+03	2.0237e+02	3.3622e+00
4.2644e+02	2.0254e+02	3.2924e+00
7.0371e+02	2.0257e+02	3.2829e+00
9.5449e+02	2.0182e+02	3.1325e+00
1.2235e+03	2.0210e+02	3.2631e+00
1.3393e+03	2.0461e+02	2.4209e+00
1.9634e+02	2.0355e+02	3.1662e+00
6.7831e+02	2.0451e+02	3.3109e+00
1.6938e+02	2.0544e+02	3.2867e+00
3.7257e+02	2.0515e+02	3.2362e+00
1.0740e+03	2.0427e+02	3.2096e+00
9.2612e+02	2.0484e+02	3.4589e+00
1.4193e+02	2.0605e+02	3.2156e+00
6.5203e+02	2.0640e+02	3.2978e+00
9.0018e+02	2.0594e+02	3.1240e+00
1.1954e+03	2.0668e+02	3.2229e+00
1.3183e+03	2.0698e+02	3.2602e+00
1.1400e+02	2.0767e+02	3.3525e+00
3.4625e+02	2.0795e+02	3.1262e+00
8.7377e+02	2.0771e+02	3.3177e+00
1.0482e+03	2.0692e+02	3.4047e+00
1.1706e+03	2.0813e+02	3.1433e+00
5.9944e+02	2.0866e+02	3.2024e+00
6.2607e+02	2.0850e+02	3.2027e+00
1.2930e+03	2.0857e+02	3.3846e+00
3.1895e+02	2.0967e+02	3.3103e+00
5.7231e+02	2.0894e+02	3.3149e+00
5.4642e+02	2.1033e+02	3.1980e+00
8.2268e+02	2.1044e+02	3.0188e+00
8.4736e+02	2.0990e+02	3.5163e+00
8.6945e+01	2.1118e+02	3.2616e+00
5.2009e+02	2.1145e+02	3.1754e+00
7.6873e+02	2.1418e+02	3.3739e+00
1.0219e+03	2.1172e+02	3.3593e+00
1.1440e+03	2.1201e+02	3.3442e+00
1.2640e+03	2.1173e+02	3.4454e+00
2.9180e+02	2.1182e+02	3.3474e+00
4.9342e+02	2.1271e+02	3.1790e+00
7.9668e+02	2.1289e+02	3.2588e+00
5.9421e+01	2.1327e+02	3.2579e+00
2.6458e+02	2.1324e+02	3.1248e+00
4.6608e+02	2.1335e+02	3.2229e+00
7.4275e+02	2.1553e+02	3.4300e+00
9.9461e+02	2.1314e+02	3.0211e+00
3.1917e+01	2.1437e+02	3.0673e+00
2.3779e+02	2.1463e+02	3.1924e+00
4.4045e+02	2.1519e+02	3.1509e+00
2.1050e+02	2.1529e+02	3.1354e+00
7.1744e+02	2.1620e+02	3.1792e+00
9.6832e+02	2.1517e+02	3.0809e+00
1.1172e+03	2.1496e+02	3.5096e+00
9.4152e+02	2.1665e+02	3.4002e+00
1.0874e+03	2.1778e+02	3.0063e+00
1.2386e+03	2.1668e+02	2.9583e+00
1.8299e+02	2.1798e+02	3.1292e+00
4.1283e+02	2.1713e+02	3.2812e+00
6.9126e+02	2.1810e+02	3.1958e+00
9.1506e+02	2.1776e+02	3.0818e+00
1.2114e+03	2.1750e+02	3.4463e+00
1.5700e+02	2.1907e+02	3.1826e+00
3.8770e+02	2.1782e+02	3.3324e+00
1.3309e+03	2.1821e+02	3.1113e+00
3.6130e+02	2.2016e+02	3.3062e+00
6.6685e+02	2.1920e+02	3.2416e+00
1.1848e+03	2.2071e+02	2.9982e+00
1.2870e+02	2.2016e+02	3.1600e+00
8.8790e+02	2.2010e+02	3.2695e+00
3.3362e+02	2.2234e+02	3.3426e+00
6.1320e+02	2.2121e+02	3.3166e+00
6.4022e+02	2.2134e+02	3.0998e+00
8.6200e+02	2.2196e+02	3.2318e+00
1.0357e+03	2.2152e+02	3.3748e+00
1.3064e+03	2.2121e+02	2.9753e+00
5.8566e+02	2.2266e+02	3.1377e+00
1.0611e+03	2.2083e+02	3.2126e+00
1.3617e+03	2.2024e+02	3.0329e+00
1.0102e+02	2.2344e+02	3.3622e+00
3.0636e+02	2.2457e+02	3.2676e+00
4.8046e+02	2.2536e+02	3.3969e+00
5.5996e+02	2.2304e+02	3.1477e+00
8.3455e+02	2.2405e+02	3.0847e+00
1.1575e+03	2.2296e+02	3.2032e+00
1.2802e+03	2.2355e+02	3.4054e+00
7.4419e+01	2.2592e+02	3.2473e+00
5.0674e+02	2.2556e+02	3.2770e+00
5.3392e+02	2.2452e+02	3.3067e+00
8.0897e+02	2.2590e+02	3.1394e+00
9.8338e+02	2.2593e+02	3.4674e+00
1.0118e+03	2.2677e+02	3.5203e+00
4.6047e+01	2.2615e+02	3.2968e+00
2.5177e+02	2.2664e+02	3.1562e+00
2.7904e+02	2.2581e+02	3.1291e+00
4.5474e+02	2.2710e+02	3.1052e+00
7.8255e+02	2.2618e+02	3.2803e+00
1.1308e+03	2.2674e+02	3.2560e+00
2.2479e+02	2.2765e+02	3.2441e+00
1.2520e+03	2.2730e+02	3.2109e+00
7.5731e+02	2.2821e+02	3.0798e+00
9.5632e+02	2.2843e+02	3.0596e+00
1.5941e+01	2.2945e+02	4.5584e+00
4.0051e+02	2.3114e+02	3.2879e+00
4.2728e+02	2.2947e+02	3.2370e+00
7.3154e+02	2.2965e+02	3.0579e+00
1.3488e+03	2.3026e+02	3.1538e+00
1.9808e+02	2.2981e+02	3.2492e+00
7.0582e+02	2.3060e+02	3.1617e+00
6.8034e+02	2.3272e+02	3.2198e+00
1.0760e+03	2.3111e+02	3.0150e+00
1.1025e+03	2.3070e+02	3.7052e+00
1.2265e+03	2.3050e+02	3.2311e+00
1.7103e+02	2.3239e+02	3.3410e+00
9.2894e+02	2.3169e+02	3.1440e+00
1.1979e+03	2.3295e+02	3.3167e+00
1.4482e+02	2.3336e+02	3.3059e+00
3.7447e+02	2.3334e+02	3.0447e+00
6.5469e+02	2.3386e+02	3.2446e+00
8.7617e+02	2.3486e+02	3.2484e+00
9.0225e+02	2.3312e+02	3.1311e+00
1.3199e+03	2.3355e+02	3.1326e+00
1.1710e+02	2.3485e+02	3.2962e+00
3.4830e+02	2.3464e+02	3.2343e+00
6.2764e+02	2.3466e+02	3.2143e+00
1.0500e+03	2.3436e+02	2.9179e+00
1.1724e+03	2.3453e+02	3.5674e+00
6.0085e+02	2.3527e+02	3.3523e+00
8.4907e+02	2.3591e+02	2.9663e+00
1.2949e+03	2.3567e+02	3.1679e+00
5.7405e+02	2.3714e+02	3.1906e+00
1.0242e+03	2.3704e+02	2.6043e+00
2.9400e+02	2.3834e+02	3.2816e+00
3.2084e+02	2.3741e+02	3.3315e+00
4.9477e+02	2.3881e+02	3.2415e+00
5.4751e+02	2.3746e+02	3.2391e+00
1.1453e+03	2.3745e+02	3.3356e+00
8.9041e+01	2.3800e+02	2.9431e+00
5.2216e+02	2.3840e+02	3.2640e+00
8.2330e+02	2.3869e+02	3.2203e+00
9.9758e+02	2.3875e+02	3.1979e+00
1.2675e+03	2.3858e+02	3.2593e+00
6.2240e+01	2.4018e+02	3.3115e+00
7.9666e+02	2.3936e+02	3.3048e+00
2.6683e+02	2.3986e+02	3.4140e+00
9.7021e+02	2.4132e+02	3.2081e+00
3.4208e+01	2.4126e+02	3.2833e+00
4.4202e+02	2.4173e+02	3.3563e+00
4.6832e+02	2.4096e+02	3.3951e+00
7.4434e+02	2.4250e+02	3.2316e+00
1.1174e+03	2.4141e+02	3.0111e+00
2.1237e+02	2.4374e+02	3.3706e+00
2.3918e+02	2.4159e+02	3.4358e+00
7.7008e+02	2.4151e+02	3.1863e+00
9.4263e+02	2.4270e+02	3.2596e+00
1.2407e+03	2.4317e+02	3.2787e+00
4.1551e+02	2.4409e+02	3.3276e+00
7.1921e+02	2.4363e+02	3.3087e+00
1.8423e+02	2.4480e+02	3.3146e+00
3.8834e+02	2.4562e+02	3.3247e+00
6.9397e+02	2.4484e+02	3.1754e+00
1.0906e+03	2.4431e+02	2.9099e+00
6.6802e+02	2.4611e+02	2.9419e+00
1.2135e+03	2.4511e+02	3.5308e+00
1.3346e+03	2.4535e+02	3.5490e+00
1.5830e+02	2.4619e+02	3.0191e+00
9.1710e+02	2.4601e+02	3.1023e+00
3.6197e+02	2.4695e+02	3.2721e+00
6.1497e+02	2.4876e+02	3.2793e+00
6.4184e+02	2.4783e+02	3.2461e+00
8.8898e+02	2.4784e+02	3.4167e+00
1.0654e+03	2.4663e+02	3.2684e+00
1.0372e+03	2.4879e+02	3.2208e+00
1.3083e+03	2.4983e+02	3.4323e+00
1.3131e+02	2.4789e+02	3.4922e+00
3.3562e+02	2.4930e+02	3.2034e+00
8.3638e+02	2.5087e+02	3.3752e+00
8.6320e+02	2.4923e+02	3.3825e+00
1.1865e+03	2.4887e+02	3.1132e+00
3.0779e+02	2.5079e+02	2.9046e+00
5.3545e+02	2.5211e+02	3.3399e+00
5.8823e+02	2.4997e+02	3.3556e+00
1.0437e+02	2.5091e+02	3.3259e+00
5.6185e+02	2.5137e+02	3.2143e+00
1.0115e+03	2.5184e+02	2.9589e+00
1.1593e+03	2.5123e+02	3.2791e+00
7.7245e+01	2.5224e+02	3.4436e+00
2.8131e+02	2.5228e+02	3.2796e+00
9.8439e+02	2.5269e+02	3.3112e+00
1.2809e+03	2.5261e+02	3.3309e+00
2.5438e+02	2.5365e+02	3.3127e+00
4.5553e+02	2.5433e+02	3.1477e+00
5.1008e+02	2.5294e+02	3.2404e+00
7.8520e+02	2.5376e+02	3.0782e+00
8.0988e+02	2.5304e+02	3.3667e+00
4.9581e+01	2.5404e+02	2.9985e+00
4.8302e+02	2.5469e+02	3.3071e+00
1.3583e+03	2.5281e+02	6.5243e+00
1.6142e+01	2.5547e+02	4.6339e+00
2.2591e+02	2.5579e+02	3.2068e+00
7.5901e+02	2.5551e+02	3.1860e+00
1.1316e+03	2.5463e+02	3.0578e+00
1.2548e+03	2.5541e+02	3.3949e+00
1.9919e+02	2.5695e+02	3.4261e+00
7.3304e+02	2.5697e+02	3.1946e+00
9.5670e+02	2.5560e+02	3.3532e+00
1.1051e+03	2.5574e+02	3.4574e+00
4.2962e+02	2.5689e+02	3.0304e+00
4.0199e+02	2.5854e+02	3.1818e+00
7.0770e+02	2.5861e+02	3.1783e+00
9.3009e+02	2.5836e+02	3.2726e+00
1.7211e+02	2.5975e+02	3.2233e+00
3.5038e+02	2.6063e+02	3.2589e+00
6.8194e+02	2.6006e+02	3.2754e+00
9.0456e+02	2.6005e+02	3.1914e+00
1.0773e+03	2.5939e+02	3.2830e+00
1.2281e+03	2.5844e+02	3.1669e+00
1.4544e+02	2.5998e+02	3.4543e+00
3.7616e+02	2.5993e+02	3.2238e+00
6.3042e+02	2.6190e+02	3.2859e+00
6.5524e+02	2.6127e+02	3.2414e+00
1.0524e+03	2.6104e+02	3.3549e+00
1.3211e+03	2.6186e+02	3.0462e+00
6.0261e+02	2.6300e+02	3.2591e+00
8.7777e+02	2.6244e+02	3.1619e+00
1.1740e+03	2.6197e+02	3.1222e+00
1.1999e+03	2.6111e+02	3.1017e+00
1.1879e+02	2.6339e+02	3.3404e+00
3.2314e+02	2.6315e+02	3.1907e+00
1.0255e+03	2.6450e+02	3.3070e+00
1.2948e+03	2.6383e+02	3.2012e+00
5.7660e+02	2.6458e+02	3.2425e+00
9.1075e+01	2.6487e+02	3.2338e+00
2.9551e+02	2.6469e+02	3.4255e+00
5.4986e+02	2.6584e+02	3.4894e+00
7.9752e+02	2.6691e+02	3.1405e+00
8.2463e+02	2.6544e+02	3.2507e+00
8.5140e+02	2.6464e+02	3.1668e+00
9.9986e+02	2.6653e+02	3.2098e+00
6.4217e+01	2.6692e+02	3.4437e+00
2.6861e+02	2.6666e+02	3.1879e+00
4.9725e+02	2.6636e+02	3.2387e+00
5.2396e+02	2.6649e+02	3.1174e+00
1.1464e+03	2.6574e+02	3.3167e+00
3.6672e+01	2.6739e+02	3.4228e+00
2.4172e+02	2.6848e+02	3.2599e+00
7.7268e+02	2.6791e+02	3.1951e+00
9.7165e+02	2.6773e+02	3.3494e+00
1.2708e+03	2.6723e+02	2.6881e+00
4.6993e+02	2.6803e+02	3.2567e+00
1.1199e+03	2.6852e+02	3.5933e+00
2.1332e+02	2.7000e+02	3.1357e+00
4.4407e+02	2.6938e+02	3.3340e+00
7.4621e+02	2.7013e+02	3.2024e+00
4.1723e+02	2.7044e+02	3.3380e+00
9.4599e+02	2.7047e+02	3.1111e+00
1.0938e+03	2.7069e+02	3.2351e+00
1.8702e+02	2.7190e+02	3.3758e+00
1.2404e+03	2.7098e+02	3.3313e+00
6.6967e+02	2.7310e+02	3.2389e+00
6.9576e+02	2.7262e+02	3.1634e+00
7.2167e+02	2.7232e+02	3.2208e+00
1.2142e+03	2.7207e+02	3.2111e+00
1.3373e+03	2.7390e+02	3.4311e+00
3.9102e+02	2.7302e+02	3.2450e+00
9.1778e+02	2.7299e+02	3.2207e+00
1.0650e+03	2.7340e+02	2.9661e+00
1.1892e+03	2.7531e+02	3.0813e+00
1.1937e+01	2.7478e+02	2.7286e+00
1.6012e+02	2.7435e+02	3.2117e+00
3.6442e+02	2.7517e+02	3.3301e+00
8.9126e+02	2.7451e+02	3.0800e+00
1.3314e+02	2.7529e+02	3.2047e+00
8.6539e+02	2.7564e+02	3.2360e+00
3.0938e+02	2.7711e+02	3.2673e+00
3.3726e+02	2.7632e+02	3.2932e+00
6.1645e+02	2.7682e+02	3.3452e+00
6.4375e+02	2.7577e+02	3.1342e+00
5.6427e+02	2.7871e+02	3.2586e+00
5.9076e+02	2.7741e+02	3.1407e+00
8.3919e+02	2.7779e+02	3.2768e+00
1.1618e+03	2.7700e+02	3.3185e+00
1.3104e+03	2.7731e+02	3.2305e+00
7.9583e+01	2.7890e+02	3.2166e+00
1.0544e+02	2.7761e+02	3.1065e+00
2.8307e+02	2.7862e+02	3.1954e+00
5.3641e+02	2.7915e+02	3.1055e+00
1.0392e+03	2.7784e+02	3.1557e+00
5.1075e+02	2.7985e+02	3.2261e+00
1.2834e+03	2.8028e+02	3.3560e+00
5.1814e+01	2.8062e+02	3.2151e+00
2.5593e+02	2.8009e+02	3.3438e+00
4.8364e+02	2.8042e+02	3.2496e+00
8.1250e+02	2.8069e+02	3.1396e+00
9.8586e+02	2.8062e+02	3.2249e+00
1.1342e+03	2.8097e+02	3.2006e+00
2.2824e+02	2.8236e+02	3.3639e+00
7.8585e+02	2.8117e+02	3.3733e+00
1.0117e+03	2.7958e+02	2.7418e+00
2.4062e+01	2.8234e+02	3.2913e+00
4.5719e+02	2.8170e+02	3.0429e+00
7.6013e+02	2.8258e+02	3.1496e+00
9.5796e+02	2.8222e+02	2.9542e+00
2.0201e+02	2.8439e+02	3.1366e+00
1.2581e+03	2.8214e+02	3.7834e+00
4.3162e+02	2.8445e+02	3.5802e+00
7.3515e+02	2.8539e+02	3.1958e+00
1.1068e+03	2.8361e+02	2.9911e+00
6.8310e+02	2.8737e+02	3.4121e+00
7.0934e+02	2.8619e+02	3.2917e+00
9.3223e+02	2.8501e+02	3.1563e+00
1.0814e+03	2.8479e+02	2.7857e+00
1.3576e+03	2.8683e+02	5.1639e+00
1.7474e+02	2.8645e+02	3.3064e+00
4.0402e+02	2.8587e+02	3.3366e+00
9.0593e+02	2.8631e+02	3.2573e+00
1.2298e+03	2.8515e+02	2.7511e+00
1.4843e+02	2.8719e+02	3.1211e+00
3.7747e+02	2.8822e+02	3.2031e+00
6.5705e+02	2.8768e+02	3.0665e+00
8.5180e+02	2.8968e+02	3.2323e+00
8.7900e+02	2.8876e+02	3.2884e+00
1.0530e+03	2.8806e+02	3.3992e+00
1.1767e+03	2.8859e+02	3.2283e+00
1.2016e+03	2.8750e+02	3.3556e+00
3.2415e+02	2.8989e+02	3.3712e+00
3.5078e+02	2.8882e+02	3.2271e+00
6.3186e+02	2.8906e+02	3.3053e+00
1.3242e+03	2.8904e+02	3.3154e+00
1.2082e+02	2.8988e+02	3.2842e+00
9.4452e+01	2.9160e+02	3.5033e+00
2.9628e+02	2.9118e+02	3.0107e+00
5.7715e+02	2.9172e+02	3.1459e+00
6.0378e+02	2.9112e+02	3.2775e+00
1.0268e+03	2.9174e+02	3.1314e+00
6.7175e+01	2.9244e+02	3.3270e+00
5.2444e+02	2.9287e+02	3.1521e+00
5.5027e+02	2.9260e+02	3.2503e+00
8.2612e+02	2.9279e+02	3.2055e+00
1.0007e+03	2.9275e+02	3.2471e+00
1.1481e+03	2.9204e+02	3.3541e+00
1.2983e+03	2.9215e+02	3.1256e+00
1.2217e+01	2.9690e+02	3.7613e+00
2.7082e+02	2.9317e+02	3.3140e+00
4.9726e+02	2.9454e+02	3.5055e+00
7.9998e+02	2.9429e+02	3.2851e+00
3.8841e+01	2.9467e+02	3.3035e+00
4.7067e+02	2.9468e+02	3.4263e+00
9.7558e+02	2.9467e+02	3.0070e+00
2.4375e+02	2.9498e+02	3.3485e+00
4.4555e+02	2.9574e+02	3.0714e+00
9.4640e+02	2.9592e+02	3.3657e+00
1.1219e+03	2.9517e+02	3.0136e+00
1.2701e+03	2.9541e+02	3.1433e+00
7.7392e+02	2.9626e+02	3.2344e+00
2.1539e+02	2.9740e+02	3.3481e+00
1.0957e+03	2.9740e+02	3.2847e+00
4.1841e+02	2.9884e+02	3.1498e+00
7.2384e+02	2.9896e+02	3.1763e+00
7.4815e+02	2.9820e+02	3.3804e+00
1.8944e+02	2.9910e+02	3.3408e+00
1.2440e+03	2.9843e+02	3.2702e+00
1.6290e+02	3.0076e+02	3.2067e+00
3.9219e+02	3.0074e+02	3.2698e+00
6.9649e+02	3.0070e+02	3.2810e+00
9.1991e+02	2.9926e+02	3.2341e+00
1.0407e+03	3.0228e+02	3.3768e+00
1.2177e+03	2.9956e+02	3.3450e+00
1.3602e+02	3.0168e+02	3.2619e+00
6.7090e+02	3.0147e+02	3.1412e+00
1.0694e+03	3.0074e+02	3.4164e+00
3.6681e+02	3.0230e+02	3.2039e+00
6.4553e+02	3.0233e+02	3.3765e+00
8.9298e+02	3.0097e+02	3.1828e+00
1.1915e+03	3.0239e+02	3.3928e+00
1.3385e+03	3.0268e+02	3.3249e+00
3.3810e+02	3.0329e+02	3.1875e+00
6.1843e+02	3.0317e+02	3.1629e+00
8.6651e+02	3.0300e+02	3.1064e+00
1.3128e+03	3.0408e+02	3.3946e+00
1.0810e+02	3.0510e+02	3.3233e+00
2.8599e+02	3.0552e+02	3.1260e+00
3.1117e+02	3.0455e+02	2.9208e+00
5.3761e+02	3.0569e+02	3.1870e+00
5.6478e+02	3.0517e+02	3.2869e+00
5.9109e+02	3.0487e+02	3.3255e+00
8.4089e+02	3.0534e+02	3.2361e+00
9.8848e+02	3.0713e+02	3.2072e+00
1.0136e+03	3.0543e+02	3.0144e+00
8.1073e+01	3.0630e+02	3.1399e+00
1.1641e+03	3.0513e+02	3.3692e+00
1.2861e+03	3.0669e+02	3.1098e+00
2.5852e+02	3.0775e+02	3.2295e+00
5.1155e+02	3.0777e+02	3.2616e+00
8.1384e+02	3.0709e+02	3.0890e+00
1.1366e+03	3.0732e+02	3.4398e+00
5.3581e+01	3.0789e+02	3.4405e+00
4.5893e+02	3.0924e+02	3.1857e+00
4.8496e+02	3.0891e+02	3.0234e+00
2.5580e+01	3.0943e+02	3.4347e+00
2.0400e+02	3.1120e+02	3.2322e+00
2.3089e+02	3.0960e+02	3.3683e+00
7.6190e+02	3.1059e+02	3.2001e+00
7.8719e+02	3.0924e+02	3.1194e+00
9.6115e+02	3.0964e+02	3.4344e+00
1.1100e+03	3.0936e+02	3.2345e+00
1.2579e+03	3.1008e+02	3.0760e+00
4.3269e+02	3.1135e+02	3.2254e+00
9.3428e+02	3.1165e+02	3.2562e+00
1.0820e+03	3.1225e+02	3.3866e+00
1.2310e+03	3.1207e+02	3.0721e+00
1.7668e+02	3.1344e+02	3.3827e+00
4.0645e+02	3.1294e+02	3.0506e+00
7.0951e+02	3.1388e+02	3.3266e+00
9.0754e+02	3.1344e+02	3.0293e+00
1.4939e+02	3.1464e+02	3.4534e+00
6.8385e+02	3.1428e+02	3.1306e+00
7.3651e+02	3.1323e+02	3.1319e+00
1.2057e+03	3.1397e+02	3.2508e+00
1.3585e+03	3.1472e+02	4.6944e+00
3.7966e+02	3.1477e+02	3.0554e+00
6.5890e+02	3.1528e+02	3.2616e+00
8.8088e+02	3.1535e+02	3.2827e+00
6.3214e+02	3.1640e+02	3.1974e+00
1.0553e+03	3.1587e+02	3.0235e+00
1.3275e+03	3.1608e+02	2.9879e+00
1.2245e+02	3.1695e+02	3.3672e+00
3.5328e+02	3.1657e+02	3.1091e+00
6.0625e+02	3.1719e+02	3.2764e+00
8.5435e+02	3.1734e+02	3.1887e+00
1.1784e+03	3.1700e+02	3.0878e+00
2.9954e+02	3.1872e+02	3.4800e+00
