# Particle centroids in pixel units
# Particle radii - half of the average of the major and minor diameters of an ellipse fit to the particle area
# total particles: 3676
# mean radius: 3.2 Std.Dev. 0.14 (nm), 9.3 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
5.2595e+02	3.1997e+02	3.2737e+00
6.8417e+01	3.1949e+02	3.5298e+00
9.7181e+01	3.1901e+02	2.9775e+00
3.2751e+02	3.1898e+02	3.3421e+00
5.7897e+02	3.1908e+02	3.1009e+00
8.2848e+02	3.1927e+02	3.1648e+00
1.0276e+03	3.1728e+02	3.1370e+00
1.1526e+03	3.1972e+02	3.2952e+00
1.2996e+03	3.2022e+02	3.4955e+00
2.7224e+02	3.2076e+02	3.3967e+00
5.5211e+02	3.1975e+02	3.4124e+00
1.0022e+03	3.2031e+02	3.1556e+00
4.7250e+02	3.2122e+02	3.1296e+00
9.7600e+02	3.2131e+02	3.3034e+00
1.1235e+03	3.2209e+02	3.1892e+00
1.3125e+01	3.2488e+02	4.1025e+00
4.0887e+01	3.2195e+02	3.0698e+00
2.4561e+02	3.2230e+02	3.0356e+00
4.9882e+02	3.2204e+02	3.2732e+00
8.0219e+02	3.2161e+02	3.4546e+00
1.2730e+03	3.2214e+02	3.1922e+00
7.7526e+02	3.2351e+02	3.1220e+00
9.4796e+02	3.2375e+02	3.0760e+00
1.9171e+02	3.2519e+02	3.2530e+00
2.1794e+02	3.2445e+02	3.1720e+00
4.4666e+02	3.2408e+02	3.2735e+00
1.0979e+03	3.2432e+02	3.0659e+00
4.2123e+02	3.2582e+02	3.2248e+00
1.2202e+03	3.2620e+02	3.2274e+00
1.2460e+03	3.2520e+02	3.4324e+00
9.2323e+02	3.2643e+02	3.1114e+00
1.3769e+02	3.3032e+02	3.5100e+00
1.6474e+02	3.2821e+02	3.2135e+00
3.9359e+02	3.2732e+02	3.4714e+00
6.7148e+02	3.2856e+02	3.3540e+00
6.9657e+02	3.2768e+02	3.2679e+00
7.2347e+02	3.2729e+02	3.1490e+00
7.4954e+02	3.2669e+02	3.3967e+00
8.9688e+02	3.2746e+02	3.3493e+00
1.0694e+03	3.2752e+02	3.2762e+00
3.6776e+02	3.2885e+02	3.3269e+00
6.1914e+02	3.3018e+02	3.3662e+00
1.3424e+03	3.2917e+02	2.9220e+00
6.4575e+02	3.2892e+02	3.0876e+00
1.0432e+03	3.2919e+02	2.9365e+00
1.1934e+03	3.2896e+02	3.4045e+00
1.0948e+02	3.3173e+02	3.2470e+00
8.6962e+02	3.3008e+02	3.0826e+00
3.4150e+02	3.3126e+02	3.3662e+00
5.9238e+02	3.3239e+02	3.3299e+00
1.3156e+03	3.3114e+02	3.5705e+00
3.1476e+02	3.3260e+02	3.3895e+00
5.6504e+02	3.3267e+02	3.1667e+00
8.4212e+02	3.3214e+02	3.3233e+00
1.1659e+03	3.3214e+02	3.3287e+00
5.5141e+01	3.3346e+02	2.8067e+00
8.4132e+01	3.3292e+02	3.3306e+00
2.8635e+02	3.3397e+02	3.2292e+00
5.3903e+02	3.3310e+02	3.3093e+00
4.8657e+02	3.3522e+02	3.2130e+00
5.1253e+02	3.3452e+02	3.1908e+00
1.1395e+03	3.3427e+02	3.3917e+00
1.2856e+03	3.3446e+02	3.1278e+00
2.6029e+02	3.3495e+02	3.2933e+00
8.1599e+02	3.3517e+02	3.3544e+00
9.8700e+02	3.3476e+02	2.7110e+00
2.7976e+01	3.3645e+02	3.3765e+00
2.3332e+02	3.3689e+02	3.4256e+00
4.6129e+02	3.3622e+02	3.3144e+00
7.9004e+02	3.3682e+02	3.1509e+00
1.1117e+03	3.3628e+02	3.2392e+00
1.2602e+03	3.3671e+02	3.1487e+00
2.0694e+02	3.3863e+02	3.1418e+00
4.3492e+02	3.3780e+02	3.1131e+00
7.6311e+02	3.3783e+02	3.1920e+00
9.3518e+02	3.3824e+02	3.2369e+00
9.6213e+02	3.3761e+02	3.1884e+00
4.0843e+02	3.3981e+02	3.3217e+00
7.3711e+02	3.4012e+02	3.1266e+00
9.1035e+02	3.3998e+02	3.1034e+00
1.0329e+03	3.4159e+02	2.6848e+00
1.0846e+03	3.3935e+02	3.3993e+00
1.8024e+02	3.4022e+02	3.3881e+00
6.8472e+02	3.4146e+02	3.0474e+00
1.0111e+03	3.3866e+02	5.0891e+00
1.2340e+03	3.3975e+02	2.8986e+00
3.8174e+02	3.4140e+02	3.0629e+00
1.2073e+03	3.4143e+02	3.3487e+00
3.5489e+02	3.4323e+02	3.1380e+00
7.1148e+02	3.4131e+02	3.1166e+00
8.8319e+02	3.4236e+02	3.1916e+00
1.1807e+03	3.4379e+02	3.0714e+00
1.3298e+03	3.4310e+02	3.2372e+00
1.5264e+02	3.4321e+02	3.2451e+00
6.3371e+02	3.4390e+02	3.4792e+00
6.5959e+02	3.4324e+02	2.9213e+00
1.0585e+03	3.4246e+02	3.1155e+00
1.3600e+03	3.4230e+02	4.5900e+00
1.2506e+02	3.4465e+02	3.2825e+00
8.5710e+02	3.4448e+02	3.2952e+00
9.6831e+01	3.4579e+02	3.3648e+00
3.2818e+02	3.4559e+02	3.1312e+00
5.5363e+02	3.4645e+02	3.2617e+00
5.7944e+02	3.4536e+02	3.1409e+00
3.0134e+02	3.4652e+02	3.3191e+00
6.0576e+02	3.4544e+02	3.2961e+00
2.7388e+02	3.4832e+02	3.2649e+00
5.0078e+02	3.4820e+02	3.2023e+00
8.3055e+02	3.4739e+02	3.2196e+00
1.1536e+03	3.4796e+02	3.2552e+00
1.3021e+03	3.4680e+02	3.1783e+00
7.0651e+01	3.4792e+02	3.2202e+00
5.2746e+02	3.4810e+02	3.0843e+00
9.7604e+02	3.4797e+02	3.2922e+00
1.1267e+03	3.4901e+02	3.3254e+00
4.4023e+01	3.4928e+02	3.7250e+00
2.4927e+02	3.4985e+02	3.3865e+00
4.7527e+02	3.4975e+02	3.1698e+00
1.2747e+03	3.4907e+02	3.2421e+00
1.4161e+01	3.5180e+02	4.1743e+00
1.9456e+02	3.5241e+02	3.3103e+00
2.2135e+02	3.5205e+02	3.2176e+00
1.0997e+03	3.5216e+02	3.2614e+00
4.4824e+02	3.5215e+02	3.2117e+00
7.5230e+02	3.5271e+02	3.0596e+00
7.7746e+02	3.5188e+02	3.0841e+00
8.0349e+02	3.5034e+02	3.2881e+00
9.2318e+02	3.5300e+02	3.0087e+00
1.2215e+03	3.5357e+02	3.4647e+00
1.2474e+03	3.5190e+02	3.1591e+00
3.9579e+02	3.5382e+02	3.1345e+00
4.2234e+02	3.5202e+02	3.1304e+00
1.0717e+03	3.5426e+02	3.2091e+00
6.9935e+02	3.5503e+02	3.0824e+00
7.2533e+02	3.5410e+02	3.0841e+00
8.9695e+02	3.5485e+02	3.3074e+00
1.6755e+02	3.5512e+02	3.3373e+00
6.7305e+02	3.5543e+02	3.1637e+00
1.3429e+03	3.5579e+02	3.0044e+00
1.3964e+02	3.5681e+02	2.9542e+00
3.6980e+02	3.5570e+02	3.0680e+00
6.4607e+02	3.5601e+02	3.2493e+00
1.0199e+03	3.5583e+02	3.6614e+00
8.7103e+02	3.5713e+02	3.2100e+00
9.5136e+02	3.5927e+02	6.3088e+00
1.0453e+03	3.5706e+02	3.4119e+00
3.4316e+02	3.5840e+02	3.2368e+00
5.9331e+02	3.5883e+02	3.2243e+00
6.2102e+02	3.5820e+02	3.1369e+00
1.1943e+03	3.5800e+02	3.3477e+00
1.3173e+03	3.5777e+02	3.2763e+00
1.1198e+02	3.5880e+02	3.4352e+00
3.1641e+02	3.5980e+02	3.1974e+00
5.1467e+02	3.6105e+02	3.3188e+00
5.6712e+02	3.5913e+02	3.0572e+00
1.1677e+03	3.5944e+02	3.2706e+00
5.4144e+02	3.6046e+02	3.1068e+00
8.4421e+02	3.5967e+02	3.3508e+00
5.7810e+01	3.6232e+02	3.4868e+00
8.5552e+01	3.6091e+02	3.1452e+00
9.9225e+02	3.6131e+02	3.3107e+00
1.1409e+03	3.6210e+02	3.2681e+00
1.2896e+03	3.6131e+02	3.2719e+00
2.6258e+02	3.6257e+02	3.0496e+00
2.8880e+02	3.6175e+02	3.3239e+00
4.8805e+02	3.6282e+02	3.1564e+00
8.1739e+02	3.6217e+02	3.1732e+00
7.9199e+02	3.6401e+02	3.2320e+00
1.1141e+03	3.6404e+02	3.2789e+00
2.9455e+01	3.6419e+02	3.1531e+00
2.3646e+02	3.6450e+02	3.3402e+00
4.6201e+02	3.6436e+02	3.1606e+00
7.6533e+02	3.6470e+02	2.9459e+00
1.2634e+03	3.6438e+02	3.1609e+00
2.0843e+02	3.6546e+02	3.2115e+00
4.3560e+02	3.6515e+02	3.3111e+00
1.0871e+03	3.6597e+02	3.2226e+00
7.3933e+02	3.6590e+02	3.2690e+00
1.2353e+03	3.6690e+02	3.4197e+00
4.1054e+02	3.6752e+02	3.4138e+00
7.1318e+02	3.6714e+02	3.2343e+00
1.8274e+02	3.6776e+02	3.2086e+00
3.8359e+02	3.6826e+02	3.3555e+00
6.8691e+02	3.6900e+02	3.2239e+00
9.1220e+02	3.6741e+02	3.1176e+00
1.3604e+03	3.6897e+02	4.3463e+00
1.5542e+02	3.6956e+02	3.4163e+00
3.5754e+02	3.6957e+02	3.1147e+00
6.6065e+02	3.6888e+02	3.1674e+00
1.0596e+03	3.6942e+02	3.3754e+00
1.2085e+03	3.6913e+02	3.3505e+00
1.2724e+02	3.7046e+02	3.4749e+00
6.0778e+02	3.7131e+02	3.3265e+00
6.3394e+02	3.7081e+02	3.0788e+00
1.1815e+03	3.7081e+02	3.1789e+00
5.5451e+02	3.7273e+02	3.2233e+00
8.8548e+02	3.7068e+02	3.2892e+00
1.3308e+03	3.7103e+02	3.4422e+00
3.3045e+02	3.7262e+02	3.4756e+00
5.8067e+02	3.7204e+02	3.3239e+00
8.5940e+02	3.7207e+02	3.1320e+00
9.9794e+01	3.7341e+02	3.3395e+00
1.0052e+03	3.7321e+02	3.4594e+00
1.0328e+03	3.7206e+02	3.0579e+00
1.1550e+03	3.7368e+02	3.2179e+00
1.3035e+03	3.7356e+02	3.4387e+00
7.3236e+01	3.7413e+02	3.2836e+00
3.0300e+02	3.7371e+02	3.0786e+00
8.3283e+02	3.7392e+02	3.0007e+00
5.2830e+02	3.7504e+02	3.1631e+00
8.0599e+02	3.7592e+02	3.1401e+00
9.7974e+02	3.7637e+02	3.1084e+00
1.2770e+03	3.7583e+02	3.0846e+00
2.7686e+02	3.7609e+02	3.3210e+00
5.0239e+02	3.7589e+02	3.1944e+00
1.5192e+01	3.7870e+02	4.6884e+00
4.5135e+01	3.7715e+02	3.1472e+00
2.4966e+02	3.7729e+02	2.9901e+00
4.5018e+02	3.7810e+02	3.2007e+00
7.8016e+02	3.7821e+02	3.1693e+00
2.2302e+02	3.7848e+02	3.3494e+00
4.7650e+02	3.7702e+02	3.2224e+00
9.5280e+02	3.7865e+02	3.3355e+00
1.1285e+03	3.7762e+02	3.3611e+00
1.9646e+02	3.7985e+02	3.1112e+00
9.2596e+02	3.7934e+02	3.4259e+00
1.1015e+03	3.7854e+02	3.1028e+00
1.2498e+03	3.7917e+02	3.5888e+00
4.2376e+02	3.8065e+02	3.1159e+00
7.5399e+02	3.7957e+02	3.2517e+00
1.0750e+03	3.8049e+02	3.2728e+00
1.4268e+02	3.8182e+02	3.1356e+00
3.7137e+02	3.8185e+02	3.3310e+00
3.9816e+02	3.8183e+02	3.2045e+00
7.0089e+02	3.8202e+02	3.3783e+00
7.2682e+02	3.8097e+02	3.0822e+00
1.2218e+03	3.8165e+02	3.0817e+00
1.7023e+02	3.8237e+02	3.3780e+00
1.3450e+03	3.8295e+02	3.2223e+00
6.4748e+02	3.8387e+02	3.3055e+00
6.7427e+02	3.8303e+02	3.2716e+00
8.9997e+02	3.8307e+02	3.3917e+00
1.1957e+03	3.8367e+02	3.0908e+00
3.4457e+02	3.8457e+02	3.3059e+00
5.6924e+02	3.8562e+02	3.3433e+00
5.9554e+02	3.8532e+02	3.3222e+00
6.2054e+02	3.8475e+02	3.2102e+00
8.7383e+02	3.8396e+02	3.0714e+00
1.0223e+03	3.8486e+02	3.0811e+00
1.0471e+03	3.8419e+02	3.0715e+00
1.1518e+02	3.8500e+02	3.2529e+00
1.1691e+03	3.8597e+02	3.2462e+00
3.1706e+02	3.8636e+02	3.2434e+00
5.4300e+02	3.8750e+02	3.2734e+00
8.4730e+02	3.8633e+02	3.4142e+00
1.3173e+03	3.8679e+02	3.2021e+00
8.8108e+01	3.8764e+02	3.1445e+00
8.2114e+02	3.8772e+02	3.2637e+00
2.9134e+02	3.8835e+02	3.2177e+00
5.1628e+02	3.8882e+02	3.3594e+00
1.1429e+03	3.8921e+02	3.2413e+00
2.6494e+02	3.9053e+02	3.2667e+00
4.8930e+02	3.8963e+02	3.5766e+00
9.9209e+02	3.8940e+02	3.2579e+00
1.2909e+03	3.8936e+02	3.4496e+00
6.0950e+01	3.8962e+02	3.5589e+00
4.6392e+02	3.9107e+02	3.1933e+00
7.9464e+02	3.9051e+02	3.2288e+00
3.3356e+01	3.9135e+02	3.5111e+00
2.3785e+02	3.9092e+02	3.2612e+00
7.6770e+02	3.9198e+02	3.1809e+00
1.1159e+03	3.9113e+02	3.1302e+00
1.2633e+03	3.9138e+02	2.9556e+00
2.1166e+02	3.9303e+02	3.2154e+00
4.3776e+02	3.9263e+02	3.2768e+00
9.4159e+02	3.9266e+02	3.0489e+00
9.6678e+02	3.9096e+02	3.2846e+00
7.4092e+02	3.9344e+02	3.0756e+00
1.0898e+03	3.9314e+02	3.3861e+00
1.8504e+02	3.9431e+02	3.1088e+00
4.1246e+02	3.9472e+02	3.0846e+00
1.2366e+03	3.9448e+02	3.3366e+00
1.5737e+02	3.9577e+02	3.1799e+00
7.1501e+02	3.9546e+02	3.2910e+00
9.1447e+02	3.9537e+02	3.3263e+00
1.0627e+03	3.9506e+02	3.1677e+00
3.8631e+02	3.9669e+02	3.3417e+00
6.8773e+02	3.9631e+02	3.1891e+00
1.2920e+02	3.9725e+02	3.4583e+00
6.3457e+02	3.9761e+02	3.1951e+00
6.5981e+02	3.9689e+02	3.4171e+00
8.8702e+02	3.9737e+02	3.0492e+00
1.0351e+03	3.9780e+02	3.2698e+00
3.5944e+02	3.9796e+02	3.3296e+00
5.5601e+02	4.0051e+02	3.3603e+00
8.6133e+02	3.9822e+02	3.1007e+00
1.1837e+03	3.9815e+02	3.4094e+00
1.2103e+03	3.9727e+02	3.2285e+00
1.0196e+02	3.9975e+02	3.2379e+00
3.3268e+02	3.9951e+02	3.2159e+00
1.3320e+03	3.9879e+02	3.3657e+00
5.0362e+02	4.0198e+02	3.2049e+00
8.3472e+02	4.0121e+02	3.1704e+00
1.3047e+03	4.0067e+02	2.9519e+00
3.0616e+02	4.0120e+02	3.3888e+00
5.8137e+02	4.0147e+02	3.3643e+00
6.0907e+02	4.0066e+02	3.0262e+00
8.0882e+02	4.0189e+02	3.2216e+00
1.0072e+03	4.0153e+02	3.0322e+00
1.1555e+03	4.0196e+02	3.2956e+00
2.7877e+02	4.0271e+02	3.0917e+00
7.5238e+01	4.0267e+02	3.0962e+00
5.3140e+02	4.0289e+02	3.3183e+00
9.8065e+02	4.0395e+02	3.3257e+00
1.1294e+03	4.0371e+02	3.2863e+00
4.7738e+02	4.0418e+02	3.0392e+00
7.8211e+02	4.0477e+02	3.3011e+00
1.2792e+03	4.0425e+02	3.2748e+00
4.7855e+01	4.0533e+02	3.2974e+00
2.2581e+02	4.0551e+02	3.1870e+00
2.5274e+02	4.0519e+02	3.1179e+00
7.5577e+02	4.0615e+02	3.1659e+00
9.5453e+02	4.0568e+02	3.0004e+00
1.1042e+03	4.0533e+02	3.1003e+00
1.0773e+03	4.0729e+02	3.1752e+00
1.2512e+03	4.0595e+02	3.4334e+00
1.9884e+02	4.0775e+02	3.2503e+00
4.2551e+02	4.0823e+02	3.2239e+00
4.5122e+02	4.0692e+02	3.2748e+00
7.2944e+02	4.0739e+02	3.3928e+00
9.2839e+02	4.0745e+02	3.3566e+00
1.5905e+01	4.0770e+02	4.7651e+00
1.7257e+02	4.0935e+02	3.2997e+00
3.9931e+02	4.1000e+02	3.2964e+00
7.0226e+02	4.0886e+02	3.2591e+00
1.2234e+03	4.0854e+02	3.0012e+00
6.2226e+02	4.1007e+02	2.9055e+00
1.0504e+03	4.0975e+02	3.4548e+00
1.1977e+03	4.1054e+02	3.2892e+00
1.3569e+03	4.0634e+02	6.8043e+00
6.7470e+02	4.1033e+02	3.1620e+00
9.0259e+02	4.0943e+02	3.0825e+00
1.1823e+02	4.1315e+02	3.3530e+00
1.4552e+02	4.1093e+02	3.3477e+00
6.4830e+02	4.1145e+02	2.9344e+00
8.7488e+02	4.1161e+02	3.1658e+00
3.4742e+02	4.1208e+02	3.3215e+00
3.7367e+02	4.1121e+02	3.0322e+00
5.4502e+02	4.1363e+02	2.9610e+00
1.0228e+03	4.1200e+02	3.2200e+00
9.9563e+02	4.1442e+02	3.3064e+00
1.1709e+03	4.1414e+02	3.4335e+00
3.1991e+02	4.1434e+02	3.0468e+00
5.6983e+02	4.1503e+02	2.9808e+00
5.9736e+02	4.1375e+02	3.1812e+00
8.2392e+02	4.1480e+02	3.3193e+00
8.5042e+02	4.1368e+02	2.9989e+00
1.3196e+03	4.1431e+02	3.3293e+00
8.9713e+01	4.1474e+02	3.3501e+00
2.9268e+02	4.1566e+02	3.3469e+00
1.2925e+03	4.1584e+02	3.4222e+00
6.3831e+01	4.1644e+02	3.1947e+00
2.6629e+02	4.1725e+02	3.1393e+00
5.1709e+02	4.1651e+02	3.4918e+00
7.9638e+02	4.1641e+02	2.9633e+00
1.1428e+03	4.1679e+02	3.1302e+00
2.3954e+02	4.1859e+02	3.3172e+00
9.6852e+02	4.1741e+02	2.8678e+00
1.1173e+03	4.1772e+02	3.1175e+00
3.6102e+01	4.1881e+02	3.0784e+00
4.9123e+02	4.1862e+02	3.2067e+00
4.6585e+02	4.1890e+02	3.4251e+00
7.4249e+02	4.2038e+02	3.2089e+00
9.4320e+02	4.1979e+02	3.2752e+00
1.2647e+03	4.1931e+02	3.3503e+00
2.1301e+02	4.2013e+02	3.3895e+00
4.3938e+02	4.2112e+02	3.1779e+00
7.6981e+02	4.1964e+02	3.2703e+00
1.0917e+03	4.2000e+02	3.3861e+00
7.1607e+02	4.2197e+02	3.1710e+00
1.0641e+03	4.2201e+02	3.2497e+00
1.8584e+02	4.2248e+02	3.2873e+00
6.6128e+02	4.2379e+02	3.2916e+00
6.8939e+02	4.2265e+02	3.3107e+00
9.1665e+02	4.2220e+02	3.1406e+00
1.2125e+03	4.2297e+02	3.2598e+00
1.2376e+03	4.2212e+02	3.4888e+00
1.5988e+02	4.2346e+02	3.2068e+00
4.1362e+02	4.2347e+02	3.3980e+00
3.8793e+02	4.2394e+02	3.1743e+00
6.3518e+02	4.2424e+02	3.4928e+00
8.9023e+02	4.2407e+02	3.4412e+00
1.0368e+03	4.2431e+02	3.1456e+00
1.3241e+02	4.2539e+02	3.2321e+00
3.6131e+02	4.2510e+02	3.2551e+00
8.6221e+02	4.2574e+02	3.0846e+00
1.1850e+03	4.2544e+02	3.2046e+00
8.3771e+02	4.2747e+02	3.2853e+00
1.0116e+03	4.2714e+02	2.9639e+00
1.3323e+03	4.2668e+02	3.1470e+00
1.1439e+01	4.2757e+02	2.5697e+00
3.0740e+02	4.2750e+02	3.3154e+00
3.3329e+02	4.2684e+02	3.2332e+00
5.8373e+02	4.2716e+02	3.1560e+00
6.1105e+02	4.2668e+02	3.2685e+00
1.3068e+03	4.2797e+02	3.0512e+00
5.3106e+02	4.2890e+02	2.8949e+00
5.5616e+02	4.2916e+02	3.4153e+00
1.1580e+03	4.2785e+02	3.2695e+00
7.7813e+01	4.2880e+02	3.0772e+00
1.0633e+02	4.2837e+02	3.4348e+00
2.8025e+02	4.2979e+02	3.1693e+00
8.0968e+02	4.2906e+02	3.3061e+00
1.1315e+03	4.3064e+02	3.2368e+00
1.3614e+03	4.3072e+02	2.6738e+00
5.2119e+01	4.3141e+02	3.1790e+00
2.5416e+02	4.3177e+02	3.2600e+00
7.8602e+02	4.3105e+02	3.1902e+00
9.8435e+02	4.3091e+02	3.2606e+00
1.1053e+03	4.3197e+02	3.1916e+00
1.2788e+03	4.3126e+02	3.0933e+00
4.7914e+02	4.3264e+02	3.1171e+00
5.0557e+02	4.3129e+02	3.3772e+00
7.5707e+02	4.3279e+02	3.1358e+00
9.3079e+02	4.3363e+02	3.2463e+00
9.5714e+02	4.3240e+02	3.4667e+00
1.2514e+03	4.3412e+02	3.3706e+00
2.4125e+01	4.3377e+02	3.5494e+00
2.0067e+02	4.3473e+02	3.1298e+00
2.2683e+02	4.3373e+02	3.3113e+00
4.2677e+02	4.3546e+02	3.1339e+00
4.5300e+02	4.3451e+02	3.3801e+00
7.3002e+02	4.3448e+02	3.2784e+00
1.0787e+03	4.3391e+02	3.0410e+00
1.7435e+02	4.3595e+02	3.3022e+00
7.0243e+02	4.3516e+02	3.3078e+00
9.0428e+02	4.3585e+02	3.2600e+00
1.2251e+03	4.3560e+02	2.9362e+00
6.7621e+02	4.3672e+02	3.2749e+00
1.0517e+03	4.3640e+02	3.1175e+00
4.0063e+02	4.3779e+02	3.1921e+00
1.3479e+03	4.3780e+02	3.3747e+00
1.4753e+02	4.3785e+02	3.2980e+00
3.4936e+02	4.3911e+02	3.4198e+00
3.7439e+02	4.3891e+02	3.1290e+00
6.4902e+02	4.3743e+02	2.8819e+00
8.7707e+02	4.3839e+02	3.2779e+00
1.2051e+02	4.3979e+02	3.2512e+00
6.2632e+02	4.3906e+02	3.2242e+00
8.5021e+02	4.4004e+02	3.2896e+00
1.0248e+03	4.3950e+02	3.4835e+00
1.2001e+03	4.3864e+02	3.3200e+00
5.7079e+02	4.4045e+02	3.4862e+00
1.3205e+03	4.4091e+02	3.3517e+00
9.2120e+01	4.4150e+02	3.4706e+00
5.9784e+02	4.4122e+02	3.1519e+00
6.5255e+01	4.4273e+02	3.3806e+00
3.2156e+02	4.4095e+02	3.3848e+00
7.9853e+02	4.4399e+02	3.2153e+00
8.2510e+02	4.4183e+02	3.0868e+00
9.9808e+02	4.4228e+02	3.2070e+00
1.1459e+03	4.4314e+02	3.2789e+00
1.1725e+03	4.4158e+02	3.3196e+00
2.9528e+02	4.4367e+02	3.2069e+00
5.1892e+02	4.4422e+02	3.2051e+00
5.4442e+02	4.4340e+02	2.6025e+00
1.2354e+01	4.4304e+02	2.6665e+00
2.6865e+02	4.4433e+02	3.3717e+00
9.7167e+02	4.4504e+02	3.3027e+00
1.2947e+03	4.4404e+02	3.1234e+00
7.7202e+02	4.4478e+02	3.3955e+00
1.1193e+03	4.4558e+02	3.2952e+00
2.4135e+02	4.4597e+02	3.2357e+00
4.6742e+02	4.4626e+02	3.1405e+00
4.9336e+02	4.4578e+02	3.2343e+00
7.4416e+02	4.4578e+02	3.0868e+00
9.4410e+02	4.4635e+02	3.0834e+00
1.2678e+03	4.4582e+02	3.3221e+00
1.3627e+03	4.4397e+02	2.7373e+00
3.8745e+01	4.4683e+02	3.3897e+00
2.1461e+02	4.4728e+02	3.1612e+00
1.0938e+03	4.4692e+02	3.0540e+00
7.1737e+02	4.4813e+02	3.0101e+00
1.0665e+03	4.4844e+02	3.5887e+00
1.2396e+03	4.4926e+02	3.0683e+00
1.8881e+02	4.4953e+02	3.0921e+00
3.6186e+02	4.5310e+02	3.5106e+00
4.4149e+02	4.4974e+02	3.0875e+00
6.6279e+02	4.4862e+02	3.5071e+00
6.9066e+02	4.4978e+02	3.2299e+00
9.1821e+02	4.4858e+02	3.1389e+00
4.1600e+02	4.5056e+02	3.4979e+00
6.3924e+02	4.5177e+02	3.1868e+00
8.9163e+02	4.5047e+02	3.1495e+00
1.3503e+02	4.5159e+02	3.2279e+00
1.6204e+02	4.5150e+02	3.2549e+00
8.6549e+02	4.5275e+02	3.1044e+00
1.0391e+03	4.5125e+02	3.0727e+00
1.2134e+03	4.5111e+02	3.3633e+00
3.8789e+02	4.5223e+02	3.4092e+00
1.2583e+01	4.5518e+02	2.9451e+00
6.1257e+02	4.5345e+02	3.2398e+00
1.1863e+03	4.5303e+02	3.0612e+00
1.3349e+03	4.5371e+02	3.1831e+00
1.0801e+02	4.5429e+02	3.3128e+00
8.3792e+02	4.5488e+02	3.1958e+00
1.0124e+03	4.5427e+02	3.3066e+00
3.0942e+02	4.5524e+02	3.2027e+00
3.3516e+02	4.5476e+02	3.1592e+00
5.0730e+02	4.5758e+02	3.2715e+00
5.3392e+02	4.5580e+02	3.2461e+00
5.8625e+02	4.5573e+02	3.0512e+00
8.1278e+02	4.5584e+02	3.2471e+00
1.3083e+03	4.5582e+02	3.1171e+00
2.8320e+02	4.5693e+02	3.2614e+00
9.8663e+02	4.5660e+02	3.1680e+00
1.1603e+03	4.5619e+02	3.2098e+00
8.0746e+01	4.5717e+02	2.9851e+00
2.5625e+02	4.5877e+02	3.2975e+00
7.5833e+02	4.5820e+02	3.2602e+00
7.8483e+02	4.5778e+02	3.1565e+00
5.5888e+02	4.5695e+02	3.1278e+00
1.1334e+03	4.5800e+02	3.4141e+00
5.3565e+01	4.5924e+02	3.3413e+00
4.8048e+02	4.5997e+02	3.3171e+00
9.5898e+02	4.5952e+02	3.2239e+00
1.1070e+03	4.5980e+02	3.0706e+00
1.2825e+03	4.5844e+02	3.2897e+00
2.2929e+02	4.6053e+02	3.3326e+00
7.0545e+02	4.6124e+02	3.1470e+00
1.0812e+03	4.6120e+02	3.4876e+00
2.5563e+01	4.6092e+02	3.1646e+00
2.0306e+02	4.6174e+02	3.4214e+00
7.3232e+02	4.6019e+02	3.3029e+00
9.3216e+02	4.6131e+02	3.1954e+00
1.2537e+03	4.6096e+02	3.4200e+00
4.5475e+02	4.6196e+02	3.1132e+00
6.7782e+02	4.6365e+02	3.2409e+00
1.7633e+02	4.6367e+02	3.4439e+00
9.0521e+02	4.6339e+02	3.3117e+00
1.0534e+03	4.6366e+02	2.9935e+00
1.2274e+03	4.6334e+02	3.3916e+00
4.0219e+02	4.6476e+02	2.9724e+00
4.2849e+02	4.6462e+02	3.2481e+00
6.5295e+02	4.6437e+02	3.2074e+00
1.3569e+03	4.6468e+02	5.3348e+00
8.7937e+02	4.6500e+02	3.3334e+00
1.2278e+02	4.6605e+02	3.0729e+00
1.4923e+02	4.6629e+02	3.2557e+00
3.7523e+02	4.6676e+02	3.2010e+00
8.5253e+02	4.6687e+02	3.1981e+00
1.0002e+03	4.6857e+02	3.1077e+00
1.0281e+03	4.6592e+02	3.2642e+00
1.2013e+03	4.6632e+02	3.3409e+00
3.4991e+02	4.6727e+02	3.0802e+00
6.2597e+02	4.6763e+02	3.1190e+00
3.2358e+02	4.6817e+02	3.4189e+00
6.0038e+02	4.6762e+02	3.1302e+00
1.3218e+03	4.6802e+02	3.2883e+00
6.8940e+01	4.7067e+02	3.2541e+00
9.6046e+01	4.6940e+02	3.3490e+00
5.7297e+02	4.6944e+02	3.3249e+00
1.1740e+03	4.6879e+02	3.3771e+00
2.9762e+02	4.6984e+02	3.0929e+00
7.7261e+02	4.7168e+02	3.3043e+00
7.9941e+02	4.6994e+02	3.2073e+00
8.2647e+02	4.6882e+02	3.1817e+00
1.1482e+03	4.7063e+02	3.4014e+00
2.7023e+02	4.7136e+02	3.1274e+00
5.4696e+02	4.7125e+02	3.3720e+00
9.7403e+02	4.7148e+02	3.2430e+00
1.2953e+03	4.7144e+02	3.2744e+00
1.3655e+01	4.7663e+02	4.0963e+00
2.4385e+02	4.7237e+02	3.2189e+00
5.2064e+02	4.7267e+02	3.6737e+00
1.2693e+03	4.7240e+02	3.4884e+00
9.4563e+02	4.7367e+02	3.2768e+00
