# Particle centroids in pixel units
# Particle radii - the average of the major and minor radii of an ellipse fit to the particle area
# total particles: 3726
# mean radius (raw data): 3.3 Std.Dev. 0.31 (nm), 9.5 Std.Dev. 0.89 (pixels)
# mean radius (gaussian fit): 3.3 Std.Dev. 0.13 (nm), 9.4 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
1.1395e+03	1.5731e+02	3.5065e+00
1.2598e+03	1.5689e+02	3.0952e+00
2.6201e+02	1.5815e+02	3.1595e+00
5.1741e+02	1.5696e+02	3.3219e+00
7.9202e+02	1.5822e+02	3.2743e+00
8.1831e+02	1.5723e+02	3.2498e+00
2.3438e+02	1.5931e+02	3.5662e+00
4.8992e+02	1.5847e+02	3.1685e+00
9.8996e+02	1.5816e+02	3.2240e+00
5.4707e+01	1.5885e+02	3.4372e+00
4.6292e+02	1.5944e+02	3.3056e+00
7.6647e+02	1.6028e+02	3.3514e+00
9.6356e+02	1.5984e+02	3.0220e+00
1.1122e+03	1.5952e+02	3.3611e+00
1.2323e+03	1.6011e+02	3.1878e+00
1.3546e+03	1.5924e+02	3.1043e+00
4.3635e+02	1.6126e+02	3.3111e+00
7.1377e+02	1.6103e+02	3.1898e+00
7.4081e+02	1.6064e+02	3.0067e+00
1.0856e+03	1.6157e+02	3.2558e+00
2.0559e+02	1.6108e+02	3.3039e+00
6.8780e+02	1.6272e+02	3.2456e+00
4.0994e+02	1.6230e+02	3.0738e+00
9.3838e+02	1.6243e+02	3.0782e+00
1.3302e+03	1.6182e+02	3.1597e+00
2.6697e+01	1.6158e+02	3.2701e+00
1.7904e+02	1.6349e+02	3.2726e+00
6.6239e+02	1.6369e+02	3.2503e+00
1.2056e+03	1.6357e+02	3.2516e+00
3.8293e+02	1.6451e+02	3.2437e+00
1.5212e+02	1.6446e+02	3.0580e+00
6.3683e+02	1.6644e+02	3.2647e+00
9.1090e+02	1.6483e+02	3.4839e+00
1.0569e+03	1.6555e+02	3.1387e+00
1.2503e+02	1.6691e+02	3.3399e+00
3.5651e+02	1.6626e+02	3.2045e+00
6.1109e+02	1.6736e+02	3.2383e+00
1.1524e+03	1.6871e+02	3.1437e+00
1.3021e+03	1.6593e+02	3.4801e+00
3.2843e+02	1.6779e+02	3.1935e+00
8.8468e+02	1.6644e+02	3.3445e+00
1.1807e+03	1.6662e+02	3.5308e+00
9.7004e+01	1.6861e+02	3.1981e+00
3.0177e+02	1.7066e+02	3.7178e+00
5.5782e+02	1.6875e+02	3.1804e+00
5.8406e+02	1.6834e+02	3.2224e+00
8.5684e+02	1.6850e+02	3.3342e+00
1.0310e+03	1.6755e+02	3.4194e+00
7.0177e+01	1.7108e+02	3.4133e+00
1.0027e+03	1.7095e+02	3.0582e+00
1.2756e+03	1.6971e+02	3.3473e+00
8.0590e+02	1.7147e+02	3.2715e+00
8.3193e+02	1.7030e+02	3.1679e+00
1.1276e+03	1.7161e+02	2.8081e+00
1.2483e+03	1.7149e+02	3.5101e+00
2.7544e+02	1.7242e+02	3.1546e+00
4.7746e+02	1.7310e+02	3.2101e+00
5.0485e+02	1.7128e+02	3.4214e+00
5.3169e+02	1.7073e+02	3.4866e+00
7.8034e+02	1.7295e+02	3.2318e+00
9.7830e+02	1.7275e+02	3.3854e+00
4.1594e+01	1.7278e+02	3.3036e+00
2.4923e+02	1.7325e+02	3.5902e+00
7.2838e+02	1.7405e+02	3.3368e+00
7.5414e+02	1.7384e+02	3.1546e+00
4.2384e+02	1.7523e+02	3.2491e+00
4.4991e+02	1.7418e+02	3.2976e+00
1.2210e+03	1.7449e+02	3.0943e+00
1.3456e+03	1.7435e+02	3.2584e+00
1.2988e+01	1.7572e+02	3.9713e+00
1.9387e+02	1.7584e+02	3.2602e+00
2.2162e+02	1.7459e+02	3.0733e+00
7.0198e+02	1.7558e+02	3.2219e+00
9.5168e+02	1.7533e+02	3.2740e+00
1.0998e+03	1.7491e+02	3.2749e+00
3.9768e+02	1.7641e+02	3.2564e+00
1.3168e+03	1.7747e+02	3.2469e+00
6.7598e+02	1.7709e+02	3.1744e+00
9.2567e+02	1.7688e+02	3.4867e+00
1.4018e+02	1.7868e+02	3.1278e+00
1.6634e+02	1.7880e+02	3.4574e+00
3.7001e+02	1.7833e+02	3.2338e+00
1.0714e+03	1.7840e+02	3.4568e+00
1.1941e+03	1.7848e+02	3.0607e+00
6.5062e+02	1.7929e+02	3.2585e+00
8.9760e+02	1.7919e+02	3.2695e+00
1.1148e+02	1.8078e+02	3.1629e+00
8.7220e+02	1.8029e+02	3.2481e+00
3.4327e+02	1.8077e+02	3.3133e+00
5.7166e+02	1.8184e+02	3.3525e+00
6.2472e+02	1.8094e+02	3.2405e+00
8.4388e+02	1.8206e+02	3.1581e+00
1.0448e+03	1.8133e+02	3.0263e+00
1.1665e+03	1.8175e+02	3.2361e+00
1.2898e+03	1.8204e+02	2.8622e+00
8.5768e+01	1.8274e+02	3.2176e+00
5.9814e+02	1.8193e+02	3.3973e+00
1.0192e+03	1.8282e+02	3.1738e+00
3.1694e+02	1.8314e+02	3.5041e+00
5.4525e+02	1.8396e+02	3.3270e+00
1.1394e+03	1.8370e+02	3.2732e+00
1.2635e+03	1.8407e+02	3.5508e+00
2.6336e+02	1.8593e+02	3.3351e+00
2.9074e+02	1.8482e+02	3.3359e+00
8.2031e+02	1.8416e+02	3.3268e+00
9.9188e+02	1.8599e+02	3.1777e+00
4.9097e+02	1.8580e+02	3.0756e+00
5.1894e+02	1.8498e+02	3.4176e+00
7.9395e+02	1.8552e+02	3.2878e+00
1.3620e+03	1.8388e+02	4.8025e+00
4.6444e+02	1.8642e+02	3.3385e+00
7.4168e+02	1.8741e+02	3.2520e+00
7.6781e+02	1.8670e+02	3.1334e+00
1.1139e+03	1.8674e+02	3.4751e+00
3.0293e+01	1.8724e+02	3.3971e+00
7.1596e+02	1.8859e+02	3.2472e+00
9.6646e+02	1.8765e+02	3.1783e+00
1.2357e+03	1.8771e+02	3.1272e+00
9.3951e+02	1.8903e+02	3.2534e+00
5.7455e+01	1.8722e+02	3.4966e+00
2.0907e+02	1.8908e+02	3.4797e+00
2.3539e+02	1.8855e+02	3.1568e+00
4.1079e+02	1.8926e+02	3.2793e+00
4.3797e+02	1.8928e+02	3.2347e+00
6.8958e+02	1.8996e+02	3.1485e+00
1.0887e+03	1.8931e+02	3.4207e+00
1.5383e+02	1.9157e+02	3.2215e+00
1.8052e+02	1.8998e+02	3.5442e+00
6.6423e+02	1.9132e+02	3.1536e+00
1.2094e+03	1.9046e+02	3.4480e+00
3.8437e+02	1.9164e+02	3.2248e+00
9.1350e+02	1.9103e+02	2.9777e+00
1.3316e+03	1.9091e+02	3.6143e+00
6.3792e+02	1.9343e+02	3.2182e+00
1.0322e+03	1.9431e+02	3.0273e+00
1.0597e+03	1.9221e+02	3.3019e+00
1.2721e+02	1.9333e+02	3.5055e+00
3.5818e+02	1.9362e+02	3.2524e+00
8.8612e+02	1.9318e+02	3.0958e+00
1.1823e+03	1.9341e+02	3.2244e+00
5.8502e+02	1.9552e+02	3.1593e+00
6.1218e+02	1.9458e+02	3.2698e+00
1.3045e+03	1.9345e+02	3.2624e+00
1.0002e+02	1.9557e+02	3.1432e+00
3.3192e+02	1.9511e+02	3.1861e+00
8.3264e+02	1.9656e+02	3.0637e+00
8.6026e+02	1.9459e+02	3.2666e+00
1.1542e+03	1.9557e+02	3.3413e+00
1.2787e+03	1.9590e+02	3.2313e+00
5.3279e+02	1.9800e+02	2.9271e+00
3.0376e+02	1.9701e+02	3.1112e+00
5.0629e+02	1.9807e+02	3.4050e+00
5.5879e+02	1.9651e+02	3.2725e+00
1.0059e+03	1.9760e+02	3.3315e+00
4.7856e+02	1.9936e+02	3.2625e+00
8.0692e+02	1.9931e+02	3.2557e+00
7.2675e+01	1.9895e+02	3.5050e+00
2.7706e+02	1.9933e+02	3.3686e+00
7.7989e+02	1.9899e+02	3.1700e+00
1.1289e+03	1.9914e+02	3.2550e+00
4.5284e+01	2.0054e+02	3.3650e+00
4.5164e+02	2.0059e+02	3.1355e+00
7.5580e+02	2.0060e+02	3.1991e+00
9.8093e+02	2.0014e+02	3.1354e+00
1.2496e+03	2.0041e+02	3.5482e+00
2.2284e+02	2.0165e+02	3.0957e+00
2.5022e+02	2.0056e+02	3.1605e+00
3.9923e+02	2.0298e+02	3.2330e+00
7.2922e+02	2.0196e+02	3.2203e+00
1.1008e+03	2.0230e+02	3.4317e+00
1.3457e+03	2.0268e+02	3.7037e+00
1.4403e+01	2.0253e+02	4.1434e+00
4.2636e+02	2.0247e+02	3.3111e+00
7.0371e+02	2.0272e+02	3.2711e+00
9.5426e+02	2.0195e+02	3.1258e+00
1.2238e+03	2.0221e+02	3.2737e+00
1.9631e+02	2.0347e+02	3.1780e+00
6.7826e+02	2.0455e+02	3.2966e+00
1.0740e+03	2.0438e+02	3.2471e+00
1.6941e+02	2.0543e+02	3.2798e+00
3.7237e+02	2.0516e+02	3.2497e+00
9.2597e+02	2.0476e+02	3.5170e+00
1.4178e+02	2.0604e+02	3.2484e+00
6.5211e+02	2.0622e+02	3.3695e+00
9.0014e+02	2.0611e+02	3.1650e+00
1.1955e+03	2.0672e+02	3.2724e+00
1.3182e+03	2.0666e+02	3.2306e+00
1.1425e+02	2.0746e+02	3.2773e+00
3.4667e+02	2.0774e+02	3.1708e+00
8.7369e+02	2.0760e+02	3.3420e+00
1.0481e+03	2.0709e+02	3.4989e+00
1.1705e+03	2.0777e+02	3.2624e+00
6.2602e+02	2.0841e+02	3.1962e+00
1.2930e+03	2.0864e+02	3.4098e+00
3.1896e+02	2.0931e+02	3.2830e+00
5.4651e+02	2.1029e+02	3.2188e+00
5.7250e+02	2.0883e+02	3.3264e+00
5.9952e+02	2.0879e+02	3.2424e+00
5.2002e+02	2.1141e+02	3.1688e+00
8.2264e+02	2.1053e+02	3.0057e+00
8.4742e+02	2.0996e+02	3.5671e+00
8.6928e+01	2.1124e+02	3.3164e+00
7.6894e+02	2.1423e+02	3.3424e+00
1.0222e+03	2.1125e+02	3.5073e+00
1.1441e+03	2.1162e+02	3.3466e+00
1.2641e+03	2.1154e+02	3.3961e+00
2.9188e+02	2.1190e+02	3.3672e+00
4.9348e+02	2.1264e+02	3.1815e+00
7.9651e+02	2.1277e+02	3.2592e+00
5.9724e+01	2.1304e+02	3.2681e+00
2.6458e+02	2.1325e+02	3.1320e+00
4.6596e+02	2.1342e+02	3.2930e+00
7.4275e+02	2.1549e+02	3.4317e+00
9.9477e+02	2.1334e+02	3.0876e+00
3.1851e+01	2.1432e+02	3.0806e+00
2.3791e+02	2.1435e+02	3.1962e+00
4.4032e+02	2.1522e+02	3.1959e+00
1.3623e+03	2.1421e+02	3.5703e+00
2.1063e+02	2.1536e+02	3.1417e+00
7.1750e+02	2.1629e+02	3.2009e+00
9.6842e+02	2.1497e+02	3.2564e+00
1.1171e+03	2.1495e+02	3.5230e+00
9.4156e+02	2.1660e+02	3.3984e+00
1.0873e+03	2.1787e+02	3.0138e+00
1.2385e+03	2.1683e+02	3.0095e+00
1.8307e+02	2.1787e+02	3.1655e+00
4.1281e+02	2.1714e+02	3.2783e+00
6.9130e+02	2.1812e+02	3.2146e+00
9.1505e+02	2.1789e+02	3.0801e+00
1.2113e+03	2.1768e+02	3.5142e+00
1.5724e+02	2.1885e+02	3.1848e+00
3.8772e+02	2.1790e+02	3.3646e+00
1.1849e+03	2.2081e+02	3.0602e+00
1.3308e+03	2.1819e+02	3.1525e+00
3.6154e+02	2.2024e+02	3.2847e+00
6.6688e+02	2.1927e+02	3.2684e+00
1.2895e+02	2.2000e+02	3.0542e+00
8.8798e+02	2.1995e+02	3.2649e+00
1.3065e+03	2.2098e+02	3.0204e+00
3.3368e+02	2.2220e+02	3.4295e+00
6.1338e+02	2.2150e+02	3.3348e+00
6.3993e+02	2.2137e+02	3.1465e+00
8.6204e+02	2.2210e+02	3.2538e+00
1.0358e+03	2.2174e+02	3.3364e+00
5.8568e+02	2.2261e+02	3.1788e+00
1.0612e+03	2.2095e+02	3.2199e+00
1.1578e+03	2.2301e+02	3.1953e+00
1.0125e+02	2.2311e+02	3.4524e+00
3.0645e+02	2.2445e+02	3.3282e+00
5.6014e+02	2.2311e+02	3.2280e+00
8.3452e+02	2.2399e+02	3.0878e+00
1.2801e+03	2.2346e+02	3.4183e+00
7.4369e+01	2.2592e+02	3.2253e+00
5.0663e+02	2.2546e+02	3.3307e+00
5.3387e+02	2.2433e+02	3.3187e+00
8.0909e+02	2.2593e+02	3.1988e+00
9.8358e+02	2.2612e+02	3.5068e+00
4.6188e+01	2.2599e+02	3.3201e+00
2.5185e+02	2.2681e+02	3.2935e+00
2.7913e+02	2.2578e+02	3.1414e+00
4.5463e+02	2.2716e+02	3.0960e+00
4.8054e+02	2.2541e+02	3.4132e+00
7.8271e+02	2.2623e+02	3.2917e+00
1.0165e+03	2.3065e+02	4.6751e+00
1.1312e+03	2.2684e+02	3.4475e+00
2.2492e+02	2.2759e+02	3.3184e+00
1.2522e+03	2.2701e+02	3.2222e+00
7.5763e+02	2.2798e+02	3.1004e+00
9.5616e+02	2.2858e+02	3.0511e+00
1.6696e+01	2.2855e+02	4.4439e+00
4.0057e+02	2.3118e+02	3.3026e+00
4.2747e+02	2.2942e+02	3.2289e+00
7.3148e+02	2.2964e+02	3.0578e+00
1.9819e+02	2.2987e+02	3.3028e+00
7.0574e+02	2.3063e+02	3.1880e+00
1.3484e+03	2.2986e+02	3.1529e+00
6.8046e+02	2.3295e+02	3.2702e+00
1.0759e+03	2.3135e+02	3.0684e+00
1.1023e+03	2.3064e+02	3.7208e+00
1.2265e+03	2.3067e+02	3.2351e+00
1.7100e+02	2.3243e+02	3.3498e+00
9.2910e+02	2.3168e+02	3.2061e+00
1.4476e+02	2.3319e+02	3.4147e+00
3.7435e+02	2.3334e+02	3.0373e+00
6.5481e+02	2.3396e+02	3.3218e+00
8.7622e+02	2.3497e+02	3.3070e+00
9.0244e+02	2.3302e+02	3.1051e+00
1.0500e+03	2.3435e+02	2.9408e+00
1.1726e+03	2.3454e+02	3.5786e+00
1.1977e+03	2.3363e+02	3.4260e+00
1.3201e+03	2.3364e+02	3.1547e+00
1.1723e+02	2.3451e+02	3.3971e+00
3.4801e+02	2.3470e+02	3.2409e+00
6.2754e+02	2.3489e+02	3.1826e+00
6.0092e+02	2.3537e+02	3.4008e+00
1.2950e+03	2.3563e+02	3.1692e+00
5.7406e+02	2.3725e+02	3.1631e+00
8.4895e+02	2.3588e+02	2.9532e+00
3.2090e+02	2.3752e+02	3.3529e+00
5.4729e+02	2.3738e+02	3.2521e+00
1.1457e+03	2.3751e+02	3.3232e+00
8.9009e+01	2.3800e+02	2.9498e+00
4.9499e+02	2.3898e+02	3.2829e+00
5.2209e+02	2.3845e+02	3.2764e+00
8.2369e+02	2.3851e+02	3.1872e+00
9.9760e+02	2.3900e+02	3.1925e+00
1.2677e+03	2.3814e+02	3.2165e+00
6.2271e+01	2.4012e+02	3.3680e+00
2.9410e+02	2.3838e+02	3.3133e+00
7.9697e+02	2.3932e+02	3.2798e+00
2.6688e+02	2.3980e+02	3.3450e+00
4.6831e+02	2.4101e+02	3.4075e+00
9.7043e+02	2.4135e+02	3.2845e+00
3.4119e+01	2.4090e+02	3.3386e+00
4.4218e+02	2.4185e+02	3.3250e+00
7.4445e+02	2.4223e+02	3.2930e+00
1.1171e+03	2.4134e+02	3.0618e+00
2.1241e+02	2.4390e+02	3.3865e+00
2.3889e+02	2.4183e+02	3.4671e+00
7.7007e+02	2.4153e+02	3.2383e+00
9.4273e+02	2.4275e+02	3.2521e+00
1.2408e+03	2.4302e+02	3.3342e+00
4.1578e+02	2.4395e+02	3.4006e+00
7.1907e+02	2.4375e+02	3.3317e+00
1.3624e+03	2.4148e+02	3.4012e+00
1.8435e+02	2.4491e+02	3.3467e+00
3.8829e+02	2.4537e+02	3.3158e+00
6.9404e+02	2.4501e+02	3.1693e+00
1.0905e+03	2.4436e+02	2.9090e+00
1.2136e+03	2.4523e+02	3.4891e+00
1.3347e+03	2.4549e+02	3.5630e+00
1.5831e+02	2.4639e+02	3.0620e+00
3.6205e+02	2.4662e+02	3.2745e+00
6.6806e+02	2.4626e+02	2.8989e+00
9.1724e+02	2.4587e+02	3.1175e+00
1.3124e+02	2.4820e+02	3.5449e+00
6.1523e+02	2.4882e+02	3.2255e+00
6.4179e+02	2.4799e+02	3.3233e+00
8.8933e+02	2.4765e+02	3.4357e+00
1.0653e+03	2.4702e+02	3.3416e+00
1.0372e+03	2.4870e+02	3.1992e+00
1.3084e+03	2.4974e+02	3.4532e+00
3.3576e+02	2.4928e+02	3.1886e+00
8.3657e+02	2.5081e+02	3.3049e+00
8.6304e+02	2.4920e+02	3.4101e+00
1.1864e+03	2.4913e+02	3.0783e+00
5.3556e+02	2.5217e+02	3.3830e+00
5.6186e+02	2.5130e+02	3.2362e+00
5.8826e+02	2.5001e+02	3.3856e+00
1.0455e+02	2.5075e+02	3.2916e+00
3.0792e+02	2.5086e+02	2.9384e+00
1.0115e+03	2.5169e+02	3.0351e+00
1.1592e+03	2.5131e+02	3.3239e+00
7.7297e+01	2.5225e+02	3.4505e+00
2.8128e+02	2.5222e+02	3.3341e+00
9.8453e+02	2.5283e+02	3.2819e+00
1.2809e+03	2.5244e+02	3.3811e+00
2.5441e+02	2.5358e+02	3.3635e+00
4.5554e+02	2.5432e+02	3.1561e+00
5.1008e+02	2.5307e+02	3.2786e+00
7.8511e+02	2.5367e+02	3.1715e+00
8.1000e+02	2.5275e+02	3.4055e+00
4.9471e+01	2.5413e+02	3.0623e+00
4.8297e+02	2.5467e+02	3.3377e+00
1.8283e+01	2.5236e+02	4.1330e+00
2.2595e+02	2.5592e+02	3.2125e+00
7.5896e+02	2.5556e+02	3.1741e+00
9.5654e+02	2.5549e+02	3.3333e+00
1.1317e+03	2.5442e+02	3.0238e+00
1.2552e+03	2.5505e+02	3.5072e+00
1.9918e+02	2.5713e+02	3.4251e+00
7.3309e+02	2.5714e+02	3.2605e+00
1.1049e+03	2.5549e+02	3.4433e+00
1.3490e+03	2.5693e+02	3.2174e+00
4.2973e+02	2.5696e+02	3.0416e+00
4.0213e+02	2.5856e+02	3.2578e+00
7.0758e+02	2.5864e+02	3.1583e+00
9.3009e+02	2.5831e+02	3.2661e+00
1.4547e+02	2.6015e+02	3.4514e+00
1.7214e+02	2.5978e+02	3.2279e+00
3.5055e+02	2.6062e+02	3.3067e+00
6.8189e+02	2.6000e+02	3.3038e+00
9.0458e+02	2.6009e+02	3.2667e+00
1.0775e+03	2.5947e+02	3.2700e+00
1.2283e+03	2.5858e+02	3.2595e+00
3.7638e+02	2.6001e+02	3.3054e+00
6.3025e+02	2.6192e+02	3.2268e+00
6.5536e+02	2.6138e+02	3.2294e+00
1.0523e+03	2.6082e+02	3.3901e+00
1.1741e+03	2.6194e+02	3.1296e+00
1.3211e+03	2.6181e+02	2.9995e+00
6.0276e+02	2.6291e+02	3.3006e+00
8.7771e+02	2.6238e+02	3.2207e+00
1.1999e+03	2.6089e+02	3.1158e+00
1.1891e+02	2.6342e+02	3.2698e+00
3.2321e+02	2.6306e+02	3.2156e+00
1.0257e+03	2.6458e+02	3.3510e+00
1.2950e+03	2.6382e+02	3.2329e+00
2.9554e+02	2.6472e+02	3.4447e+00
5.7632e+02	2.6457e+02	3.2808e+00
9.1294e+01	2.6458e+02	3.3055e+00
7.9748e+02	2.6683e+02	3.1593e+00
8.2478e+02	2.6517e+02	3.3091e+00
8.5158e+02	2.6464e+02	3.2308e+00
9.9990e+02	2.6657e+02	3.2482e+00
6.4376e+01	2.6677e+02	3.3962e+00
2.6879e+02	2.6656e+02	3.1776e+00
4.9713e+02	2.6644e+02	3.2436e+00
5.2410e+02	2.6647e+02	3.1460e+00
5.4997e+02	2.6596e+02	3.4804e+00
9.7140e+02	2.6749e+02	3.3738e+00
1.1462e+03	2.6579e+02	3.2935e+00
1.1786e+01	2.6934e+02	2.9436e+00
3.6737e+01	2.6742e+02	3.3772e+00
7.7265e+02	2.6810e+02	3.1869e+00
4.6994e+02	2.6811e+02	3.2749e+00
1.1198e+03	2.6841e+02	3.7122e+00
1.2710e+03	2.6735e+02	2.7100e+00
2.1340e+02	2.6990e+02	3.1181e+00
2.4196e+02	2.6864e+02	3.3300e+00
4.4400e+02	2.6950e+02	3.3642e+00
7.4621e+02	2.7013e+02	3.1714e+00
4.1720e+02	2.7058e+02	3.3308e+00
9.4591e+02	2.7046e+02	3.1098e+00
1.0938e+03	2.7069e+02	3.2475e+00
1.8704e+02	2.7199e+02	3.3802e+00
1.2407e+03	2.7106e+02	3.2655e+00
6.6969e+02	2.7310e+02	3.2323e+00
6.9563e+02	2.7264e+02	3.2055e+00
7.2160e+02	2.7229e+02	3.2084e+00
1.2142e+03	2.7180e+02	3.2278e+00
1.3372e+03	2.7357e+02	3.5486e+00
3.6423e+02	2.7520e+02	3.3930e+00
3.9116e+02	2.7323e+02	3.2843e+00
9.1788e+02	2.7283e+02	3.2313e+00
1.0648e+03	2.7332e+02	3.0115e+00
1.1891e+03	2.7540e+02	3.1219e+00
6.4356e+02	2.7562e+02	3.2009e+00
8.9126e+02	2.7448e+02	3.0535e+00
1.3312e+02	2.7536e+02	3.2110e+00
1.6021e+02	2.7441e+02	3.2554e+00
8.6561e+02	2.7580e+02	3.2077e+00
3.0942e+02	2.7710e+02	3.2634e+00
3.3744e+02	2.7588e+02	3.2378e+00
6.1655e+02	2.7678e+02	3.3478e+00
1.0575e+02	2.7736e+02	3.1685e+00
5.6426e+02	2.7881e+02	3.2360e+00
5.9058e+02	2.7727e+02	3.1945e+00
8.3932e+02	2.7766e+02	3.3019e+00
1.1617e+03	2.7680e+02	3.3191e+00
1.3103e+03	2.7746e+02	3.3028e+00
1.3631e+03	2.7272e+02	3.9153e+00
7.9473e+01	2.7884e+02	3.2068e+00
2.8301e+02	2.7865e+02	3.2092e+00
5.3634e+02	2.7918e+02	3.1282e+00
1.0385e+03	2.7773e+02	3.1129e+00
5.1082e+02	2.7987e+02	3.2505e+00
1.0118e+03	2.7975e+02	2.7687e+00
5.1924e+01	2.8051e+02	3.2931e+00
2.5632e+02	2.7998e+02	3.3295e+00
4.8383e+02	2.8053e+02	3.2962e+00
8.1247e+02	2.8052e+02	3.1832e+00
1.1344e+03	2.8079e+02	3.1846e+00
1.2835e+03	2.8028e+02	3.3798e+00
2.4285e+01	2.8195e+02	3.2968e+00
2.2846e+02	2.8232e+02	3.3593e+00
7.8596e+02	2.8125e+02	3.3716e+00
9.8589e+02	2.8044e+02	3.2489e+00
4.5673e+02	2.8211e+02	3.1965e+00
7.6011e+02	2.8244e+02	3.1974e+00
9.5766e+02	2.8224e+02	3.0090e+00
2.0202e+02	2.8420e+02	3.1502e+00
1.1067e+03	2.8366e+02	2.9988e+00
1.2584e+03	2.8200e+02	3.7920e+00
4.3139e+02	2.8424e+02	3.4806e+00
7.3500e+02	2.8563e+02	3.2964e+00
6.8309e+02	2.8732e+02	3.3794e+00
7.0945e+02	2.8592e+02	3.3013e+00
9.3237e+02	2.8508e+02	3.1965e+00
1.0815e+03	2.8480e+02	2.8309e+00
1.2300e+03	2.8500e+02	2.8332e+00
1.7473e+02	2.8646e+02	3.2934e+00
4.0406e+02	2.8608e+02	3.3333e+00
9.0587e+02	2.8614e+02	3.2839e+00
1.3508e+03	2.8679e+02	3.3693e+00
1.4838e+02	2.8725e+02	3.1453e+00
8.5185e+02	2.8948e+02	3.2759e+00
3.7744e+02	2.8814e+02	3.2276e+00
6.5719e+02	2.8761e+02	3.0934e+00
8.7923e+02	2.8883e+02	3.3280e+00
1.0525e+03	2.8780e+02	3.5386e+00
1.1767e+03	2.8845e+02	3.2250e+00
1.2017e+03	2.8742e+02	3.3992e+00
1.2080e+02	2.8997e+02	3.3145e+00
3.2455e+02	2.8977e+02	3.4759e+00
3.5055e+02	2.8891e+02	3.2148e+00
6.3183e+02	2.8912e+02	3.3529e+00
1.3242e+03	2.8908e+02	3.3016e+00
9.4535e+01	2.9153e+02	3.6046e+00
2.9640e+02	2.9111e+02	3.0515e+00
5.7716e+02	2.9166e+02	3.1917e+00
6.0370e+02	2.9113e+02	3.3063e+00
1.0268e+03	2.9191e+02	3.1494e+00
6.7261e+01	2.9225e+02	3.3166e+00
5.2444e+02	2.9302e+02	3.1583e+00
5.5030e+02	2.9262e+02	3.2648e+00
8.2616e+02	2.9272e+02	3.2538e+00
1.0008e+03	2.9277e+02	3.2772e+00
1.1483e+03	2.9192e+02	3.3569e+00
1.2985e+03	2.9206e+02	3.0892e+00
2.7071e+02	2.9312e+02	3.3110e+00
8.0003e+02	2.9437e+02	3.2834e+00
3.8685e+01	2.9455e+02	3.2676e+00
4.7055e+02	2.9483e+02	3.4737e+00
4.9747e+02	2.9470e+02	3.4916e+00
9.7551e+02	2.9453e+02	3.0929e+00
2.4390e+02	2.9477e+02	3.3684e+00
4.4500e+02	2.9579e+02	3.0517e+00
9.4647e+02	2.9605e+02	3.3520e+00
1.1221e+03	2.9502e+02	3.0514e+00
1.2702e+03	2.9572e+02	3.1761e+00
7.7373e+02	2.9632e+02	3.2949e+00
1.2330e+01	2.9757e+02	3.2096e+00
2.1547e+02	2.9725e+02	3.3961e+00
1.0956e+03	2.9744e+02	3.3825e+00
4.1864e+02	2.9876e+02	3.2094e+00
7.2364e+02	2.9903e+02	3.1547e+00
7.4830e+02	2.9814e+02	3.3460e+00
1.8946e+02	2.9921e+02	3.4238e+00
9.1992e+02	2.9909e+02	3.2279e+00
1.2442e+03	2.9823e+02	3.3546e+00
1.3640e+03	2.9715e+02	2.9854e+00
1.6288e+02	3.0076e+02	3.2076e+00
3.9223e+02	3.0075e+02	3.2325e+00
6.9660e+02	3.0055e+02	3.3107e+00
1.0408e+03	3.0252e+02	3.3696e+00
1.2177e+03	2.9992e+02	3.4431e+00
1.3642e+02	3.0189e+02	3.3478e+00
6.7113e+02	3.0138e+02	3.2008e+00
1.0695e+03	3.0069e+02	3.4324e+00
1.3383e+03	3.0292e+02	3.3921e+00
3.6667e+02	3.0235e+02	3.2365e+00
6.4565e+02	3.0222e+02	3.3888e+00
8.9308e+02	3.0102e+02	3.1714e+00
1.1916e+03	3.0239e+02	3.4180e+00
3.3803e+02	3.0345e+02	3.2160e+00
6.1816e+02	3.0313e+02	3.1828e+00
8.6626e+02	3.0289e+02	3.0919e+00
1.3130e+03	3.0404e+02	3.3699e+00
1.0808e+02	3.0518e+02	3.3134e+00
5.3756e+02	3.0567e+02	3.2077e+00
2.8594e+02	3.0537e+02	3.1768e+00
3.1080e+02	3.0515e+02	3.0822e+00
5.6462e+02	3.0544e+02	3.3438e+00
5.9113e+02	3.0511e+02	3.3863e+00
8.4090e+02	3.0537e+02	3.2434e+00
1.0134e+03	3.0555e+02	3.0952e+00
8.1120e+01	3.0639e+02	3.1593e+00
1.1641e+03	3.0494e+02	3.4412e+00
1.2865e+03	3.0650e+02	3.1883e+00
2.5860e+02	3.0785e+02	3.2625e+00
5.1170e+02	3.0789e+02	3.3059e+00
8.1395e+02	3.0710e+02	3.1045e+00
1.1368e+03	3.0731e+02	3.5015e+00
5.3612e+01	3.0758e+02	3.5244e+00
4.5900e+02	3.0913e+02	3.1190e+00
4.8494e+02	3.0887e+02	3.0364e+00
9.8829e+02	3.0720e+02	3.2637e+00
2.6285e+01	3.0927e+02	3.3496e+00
2.0413e+02	3.1149e+02	3.2709e+00
2.3092e+02	3.0958e+02	3.4120e+00
7.6175e+02	3.1060e+02	3.1537e+00
7.8718e+02	3.0931e+02	3.1815e+00
9.6124e+02	3.0933e+02	3.3968e+00
1.1102e+03	3.0921e+02	3.2803e+00
