# Particle centroids in pixel units
# Particle radii - the average of the major and minor radii of an ellipse fit to the particle area
# total particles: 3726
# mean radius (raw data): 3.3 Std.Dev. 0.31 (nm), 9.5 Std.Dev. 0.89 (pixels)
# mean radius (gaussian fit): 3.3 Std.Dev. 0.13 (nm), 9.4 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
1.2579e+03	3.1021e+02	3.0490e+00
4.3281e+02	3.1144e+02	3.2127e+00
9.3431e+02	3.1167e+02	3.2861e+00
1.0820e+03	3.1228e+02	3.4084e+00
7.0932e+02	3.1383e+02	3.3741e+00
1.2311e+03	3.1232e+02	3.0717e+00
1.7687e+02	3.1361e+02	3.4389e+00
4.0658e+02	3.1293e+02	3.0854e+00
7.3667e+02	3.1313e+02	3.2042e+00
9.0772e+02	3.1334e+02	3.1080e+00
1.4967e+02	3.1489e+02	3.4322e+00
3.7982e+02	3.1481e+02	3.1548e+00
6.8387e+02	3.1434e+02	3.1276e+00
1.2057e+03	3.1427e+02	3.2510e+00
1.3552e+03	3.1496e+02	3.8487e+00
6.5891e+02	3.1531e+02	3.2674e+00
8.8064e+02	3.1532e+02	3.3664e+00
6.3216e+02	3.1629e+02	3.2313e+00
1.0276e+03	3.1714e+02	3.1686e+00
1.0552e+03	3.1605e+02	3.0619e+00
1.3274e+03	3.1626e+02	2.9610e+00
1.2226e+02	3.1704e+02	3.4213e+00
3.5321e+02	3.1678e+02	3.1864e+00
6.0652e+02	3.1723e+02	3.2539e+00
8.5419e+02	3.1743e+02	3.2176e+00
1.1785e+03	3.1713e+02	3.1113e+00
2.9926e+02	3.1907e+02	3.3989e+00
5.2620e+02	3.2019e+02	3.3309e+00
6.8451e+01	3.1946e+02	3.5364e+00
9.6481e+01	3.1950e+02	3.0878e+00
5.7889e+02	3.1911e+02	3.1182e+00
8.2847e+02	3.1922e+02	3.1730e+00
2.7232e+02	3.2083e+02	3.4124e+00
3.2747e+02	3.1910e+02	3.3386e+00
5.5203e+02	3.1990e+02	3.3817e+00
1.0022e+03	3.2044e+02	3.1504e+00
1.1528e+03	3.1981e+02	3.3021e+00
1.2997e+03	3.2010e+02	3.5482e+00
4.0946e+01	3.2192e+02	3.0800e+00
4.7257e+02	3.2130e+02	3.1574e+00
4.9876e+02	3.2206e+02	3.2988e+00
8.0210e+02	3.2167e+02	3.4886e+00
9.7594e+02	3.2138e+02	3.3284e+00
1.1235e+03	3.2210e+02	3.2292e+00
2.4579e+02	3.2241e+02	3.1010e+00
1.2732e+03	3.2182e+02	3.1845e+00
7.7517e+02	3.2346e+02	3.1451e+00
9.4804e+02	3.2358e+02	3.1354e+00
1.3436e+01	3.2471e+02	3.4792e+00
1.9172e+02	3.2546e+02	3.2278e+00
2.1820e+02	3.2447e+02	3.1159e+00
4.4694e+02	3.2388e+02	3.3240e+00
1.0981e+03	3.2438e+02	3.1133e+00
1.2201e+03	3.2630e+02	3.2443e+00
1.2460e+03	3.2509e+02	3.4680e+00
4.2121e+02	3.2601e+02	3.2718e+00
9.2333e+02	3.2642e+02	3.0744e+00
3.9362e+02	3.2734e+02	3.4320e+00
6.9640e+02	3.2772e+02	3.3065e+00
7.2338e+02	3.2724e+02	3.1643e+00
7.4938e+02	3.2667e+02	3.4318e+00
8.9690e+02	3.2753e+02	3.3681e+00
1.0695e+03	3.2745e+02	3.2794e+00
1.6473e+02	3.2821e+02	3.1908e+00
3.6757e+02	3.2881e+02	3.3593e+00
6.7164e+02	3.2834e+02	3.2851e+00
6.1913e+02	3.3022e+02	3.3619e+00
6.4594e+02	3.2881e+02	3.0482e+00
1.0428e+03	3.2943e+02	2.9549e+00
1.1932e+03	3.2899e+02	3.4401e+00
1.3425e+03	3.2902e+02	2.9174e+00
1.0936e+02	3.3162e+02	3.2753e+00
8.6950e+02	3.3022e+02	3.0886e+00
3.4124e+02	3.3116e+02	3.3130e+00
1.3156e+03	3.3110e+02	3.5846e+00
1.3770e+02	3.3034e+02	3.5174e+00
3.1474e+02	3.3277e+02	3.4533e+00
5.3904e+02	3.3323e+02	3.2950e+00
5.6498e+02	3.3270e+02	3.1642e+00
8.4214e+02	3.3225e+02	3.3241e+00
1.0162e+03	3.3050e+02	3.1913e+00
1.1659e+03	3.3215e+02	3.3101e+00
5.5129e+01	3.3364e+02	2.8932e+00
8.3784e+01	3.3330e+02	3.2475e+00
2.8628e+02	3.3385e+02	3.2013e+00
5.9257e+02	3.3211e+02	3.2982e+00
2.6042e+02	3.3511e+02	3.3006e+00
4.8628e+02	3.3547e+02	3.2735e+00
5.1250e+02	3.3449e+02	3.1806e+00
1.1394e+03	3.3437e+02	3.3767e+00
1.2857e+03	3.3453e+02	3.1524e+00
8.1596e+02	3.3513e+02	3.3813e+00
9.8710e+02	3.3487e+02	2.7313e+00
2.8234e+01	3.3614e+02	3.3702e+00
4.3501e+02	3.3783e+02	3.1610e+00
4.6121e+02	3.3620e+02	3.3253e+00
7.9000e+02	3.3683e+02	3.0967e+00
1.1121e+03	3.3627e+02	3.1733e+00
1.2604e+03	3.3649e+02	3.1894e+00
2.3330e+02	3.3695e+02	3.4284e+00
2.0714e+02	3.3850e+02	3.1954e+00
7.6302e+02	3.3777e+02	3.2148e+00
9.3526e+02	3.3819e+02	3.2006e+00
9.6233e+02	3.3765e+02	3.2517e+00
4.0822e+02	3.3977e+02	3.3434e+00
7.3682e+02	3.4058e+02	3.2175e+00
9.1053e+02	3.3986e+02	3.1581e+00
1.0322e+03	3.4083e+02	2.4917e+00
1.0846e+03	3.3932e+02	3.4290e+00
1.8015e+02	3.4007e+02	3.3989e+00
3.8176e+02	3.4145e+02	3.1113e+00
6.8467e+02	3.4144e+02	3.0490e+00
1.2341e+03	3.3999e+02	2.9749e+00
1.2074e+03	3.4148e+02	3.3738e+00
3.5496e+02	3.4323e+02	3.1921e+00
7.1156e+02	3.4128e+02	3.1305e+00
8.8317e+02	3.4267e+02	3.3257e+00
1.0585e+03	3.4240e+02	3.1933e+00
1.1807e+03	3.4365e+02	3.0686e+00
1.3302e+03	3.4295e+02	3.3198e+00
1.3591e+03	3.3789e+02	4.2632e+00
1.5264e+02	3.4322e+02	3.2505e+00
6.3393e+02	3.4375e+02	3.5480e+00
6.5981e+02	3.4299e+02	3.0190e+00
1.0074e+03	3.4465e+02	3.7829e+00
1.0370e+03	3.4274e+02	1.2233e+00
1.2507e+02	3.4471e+02	3.3457e+00
3.2832e+02	3.4548e+02	3.1320e+00
8.5688e+02	3.4440e+02	3.3015e+00
9.6890e+01	3.4578e+02	3.3761e+00
5.5343e+02	3.4631e+02	3.2961e+00
5.7964e+02	3.4513e+02	3.2038e+00
6.0552e+02	3.4540e+02	3.3762e+00
3.0117e+02	3.4654e+02	3.3296e+00
8.3065e+02	3.4722e+02	3.2270e+00
7.0810e+01	3.4787e+02	3.2945e+00
5.0078e+02	3.4810e+02	3.1946e+00
1.1535e+03	3.4774e+02	3.2919e+00
1.3018e+03	3.4685e+02	3.2288e+00
2.7388e+02	3.4829e+02	3.2811e+00
5.2757e+02	3.4835e+02	3.1795e+00
9.7608e+02	3.4812e+02	3.2908e+00
1.1266e+03	3.4914e+02	3.3187e+00
1.2748e+03	3.4905e+02	3.2998e+00
4.3935e+01	3.4926e+02	3.6565e+00
2.4907e+02	3.4974e+02	3.3366e+00
4.7511e+02	3.4992e+02	3.1592e+00
1.4229e+01	3.5077e+02	3.9885e+00
2.2132e+02	3.5208e+02	3.2463e+00
4.2226e+02	3.5188e+02	3.1428e+00
1.9454e+02	3.5250e+02	3.3341e+00
4.4808e+02	3.5212e+02	3.2915e+00
7.5238e+02	3.5267e+02	3.0934e+00
7.7752e+02	3.5167e+02	3.1338e+00
1.0199e+03	3.5597e+02	3.8867e+00
1.0999e+03	3.5192e+02	3.3384e+00
1.2476e+03	3.5176e+02	3.1810e+00
3.9572e+02	3.5389e+02	3.1222e+00
8.0328e+02	3.5038e+02	3.3238e+00
9.2338e+02	3.5295e+02	3.1101e+00
1.2215e+03	3.5374e+02	3.4790e+00
6.9948e+02	3.5487e+02	3.1059e+00
7.2509e+02	3.5444e+02	3.0850e+00
1.0716e+03	3.5445e+02	3.2728e+00
1.6756e+02	3.5505e+02	3.3618e+00
6.7325e+02	3.5552e+02	3.2198e+00
8.9704e+02	3.5494e+02	3.2855e+00
1.3434e+03	3.5566e+02	3.0268e+00
1.3968e+02	3.5679e+02	2.9627e+00
3.6980e+02	3.5572e+02	3.0653e+00
6.4627e+02	3.5599e+02	3.2654e+00
8.7087e+02	3.5716e+02	3.2183e+00
9.5130e+02	3.5927e+02	6.3543e+00
1.0453e+03	3.5701e+02	3.4611e+00
3.4312e+02	3.5809e+02	3.2599e+00
5.9324e+02	3.5900e+02	3.2386e+00
6.2121e+02	3.5802e+02	3.1445e+00
1.1942e+03	3.5794e+02	3.3286e+00
1.3173e+03	3.5782e+02	3.3268e+00
1.1205e+02	3.5888e+02	3.4155e+00
3.1644e+02	3.5977e+02	3.1893e+00
5.1470e+02	3.6111e+02	3.3311e+00
5.6713e+02	3.5896e+02	3.1142e+00
8.4423e+02	3.5972e+02	3.3466e+00
8.5701e+01	3.6102e+02	3.2160e+00
5.4163e+02	3.6060e+02	3.0759e+00
9.9222e+02	3.6131e+02	3.3361e+00
1.1677e+03	3.5947e+02	3.3285e+00
5.7604e+01	3.6233e+02	3.5604e+00
1.2895e+03	3.6140e+02	3.2394e+00
2.6254e+02	3.6250e+02	3.1602e+00
2.8883e+02	3.6173e+02	3.3483e+00
4.8817e+02	3.6271e+02	3.1932e+00
8.1745e+02	3.6191e+02	3.2345e+00
1.1408e+03	3.6213e+02	3.2898e+00
7.9200e+02	3.6411e+02	3.2276e+00
2.9813e+01	3.6419e+02	3.1675e+00
2.0854e+02	3.6543e+02	3.2317e+00
2.3668e+02	3.6444e+02	3.3450e+00
4.6213e+02	3.6439e+02	3.1866e+00
7.6538e+02	3.6469e+02	2.9655e+00
1.1140e+03	3.6414e+02	3.2759e+00
1.2634e+03	3.6434e+02	3.2231e+00
4.3540e+02	3.6525e+02	3.3221e+00
1.0872e+03	3.6602e+02	3.2395e+00
7.1312e+02	3.6719e+02	3.2459e+00
7.3936e+02	3.6586e+02	3.2558e+00
1.2355e+03	3.6682e+02	3.4147e+00
1.8257e+02	3.6783e+02	3.2198e+00
3.8346e+02	3.6854e+02	3.4367e+00
4.1052e+02	3.6753e+02	3.4502e+00
6.8713e+02	3.6873e+02	3.2279e+00
9.1214e+02	3.6756e+02	3.1507e+00
1.3609e+03	3.6645e+02	4.8230e+00
3.5745e+02	3.6961e+02	3.1541e+00
6.6067e+02	3.6899e+02	3.1930e+00
1.0594e+03	3.6965e+02	3.3977e+00
1.2085e+03	3.6913e+02	3.4005e+00
1.2715e+02	3.7041e+02	3.4316e+00
1.5562e+02	3.6955e+02	3.4232e+00
6.0793e+02	3.7110e+02	3.3504e+00
6.3398e+02	3.7088e+02	3.0948e+00
1.1815e+03	3.7079e+02	3.1888e+00
1.3310e+03	3.7093e+02	3.4535e+00
5.5451e+02	3.7276e+02	3.2269e+00
8.8571e+02	3.7061e+02	3.2522e+00
3.3059e+02	3.7254e+02	3.5047e+00
8.5942e+02	3.7207e+02	3.1433e+00
9.9926e+01	3.7317e+02	3.2319e+00
5.8011e+02	3.7272e+02	3.4988e+00
1.0049e+03	3.7355e+02	3.3939e+00
1.1550e+03	3.7380e+02	3.2157e+00
1.3037e+03	3.7311e+02	3.3564e+00
7.3198e+01	3.7430e+02	3.3341e+00
3.0322e+02	3.7376e+02	3.1353e+00
5.2816e+02	3.7480e+02	3.1229e+00
8.3287e+02	3.7399e+02	3.0821e+00
1.0329e+03	3.7200e+02	3.0506e+00
8.0607e+02	3.7594e+02	3.1551e+00
9.7985e+02	3.7611e+02	3.0377e+00
1.2769e+03	3.7610e+02	3.1522e+00
2.7701e+02	3.7625e+02	3.3125e+00
5.0229e+02	3.7601e+02	3.2541e+00
1.5822e+01	3.7778e+02	4.5707e+00
4.5115e+01	3.7722e+02	3.1553e+00
4.5023e+02	3.7803e+02	3.2099e+00
2.2300e+02	3.7844e+02	3.3675e+00
2.4973e+02	3.7740e+02	3.0437e+00
4.7647e+02	3.7727e+02	3.2628e+00
7.8007e+02	3.7828e+02	3.1952e+00
1.1017e+03	3.7862e+02	3.1321e+00
1.1286e+03	3.7762e+02	3.3646e+00
1.2495e+03	3.7898e+02	3.5673e+00
1.9644e+02	3.7970e+02	3.1368e+00
9.2606e+02	3.7937e+02	3.4428e+00
9.5260e+02	3.7858e+02	3.3466e+00
4.2379e+02	3.8063e+02	3.0928e+00
7.5375e+02	3.7979e+02	3.3302e+00
1.0752e+03	3.8035e+02	3.2838e+00
1.4279e+02	3.8151e+02	3.2488e+00
3.7124e+02	3.8208e+02	3.2977e+00
3.9803e+02	3.8182e+02	3.2195e+00
7.0081e+02	3.8212e+02	3.4187e+00
7.2691e+02	3.8080e+02	3.1198e+00
1.2219e+03	3.8161e+02	3.0929e+00
1.3447e+03	3.8289e+02	3.1697e+00
1.7022e+02	3.8267e+02	3.3840e+00
6.7435e+02	3.8290e+02	3.3382e+00
8.9994e+02	3.8322e+02	3.4074e+00
1.1957e+03	3.8382e+02	3.1242e+00
3.4455e+02	3.8457e+02	3.3019e+00
5.6886e+02	3.8616e+02	3.2045e+00
6.2060e+02	3.8478e+02	3.1976e+00
6.4763e+02	3.8392e+02	3.3271e+00
8.7383e+02	3.8379e+02	3.1336e+00
1.0224e+03	3.8484e+02	3.0999e+00
1.0471e+03	3.8433e+02	3.0793e+00
1.1489e+02	3.8497e+02	3.3383e+00
5.9569e+02	3.8520e+02	3.3653e+00
1.1692e+03	3.8597e+02	3.2562e+00
3.1718e+02	3.8649e+02	3.2350e+00
8.4745e+02	3.8641e+02	3.3926e+00
1.3174e+03	3.8690e+02	3.2506e+00
8.8261e+01	3.8751e+02	3.2484e+00
5.4286e+02	3.8734e+02	3.3282e+00
8.2116e+02	3.8775e+02	3.2705e+00
2.9136e+02	3.8839e+02	3.2377e+00
5.1634e+02	3.8871e+02	3.3885e+00
2.6504e+02	3.9060e+02	3.2865e+00
4.8943e+02	3.8960e+02	3.5285e+00
9.9214e+02	3.8953e+02	3.3472e+00
1.1430e+03	3.8930e+02	3.2733e+00
1.2912e+03	3.8904e+02	3.5356e+00
3.3278e+01	3.9145e+02	3.5633e+00
6.0978e+01	3.8971e+02	3.5628e+00
4.6382e+02	3.9124e+02	3.1986e+00
7.9464e+02	3.9060e+02	3.2573e+00
2.3773e+02	3.9107e+02	3.3319e+00
7.6765e+02	3.9217e+02	3.2027e+00
1.1158e+03	3.9106e+02	3.0884e+00
1.2631e+03	3.9130e+02	3.0074e+00
2.1161e+02	3.9305e+02	3.2129e+00
4.3786e+02	3.9274e+02	3.3388e+00
9.4148e+02	3.9293e+02	3.1109e+00
9.6718e+02	3.9047e+02	3.3027e+00
7.4085e+02	3.9353e+02	3.0483e+00
1.0897e+03	3.9306e+02	3.3623e+00
1.8510e+02	3.9436e+02	3.1296e+00
4.1253e+02	3.9476e+02	3.1634e+00
1.2365e+03	3.9446e+02	3.3322e+00
1.0393e+01	3.9711e+02	2.0610e+00
1.5730e+02	3.9585e+02	3.1573e+00
6.8761e+02	3.9621e+02	3.1708e+00
9.1453e+02	3.9540e+02	3.3425e+00
1.0629e+03	3.9492e+02	3.1909e+00
1.3611e+03	3.9426e+02	3.8069e+00
3.8624e+02	3.9645e+02	3.3493e+00
7.1500e+02	3.9547e+02	3.3204e+00
1.2914e+02	3.9722e+02	3.4524e+00
6.3470e+02	3.9770e+02	3.2473e+00
6.5997e+02	3.9687e+02	3.4016e+00
8.8680e+02	3.9755e+02	3.1506e+00
1.0350e+03	3.9790e+02	3.2855e+00
3.5944e+02	3.9790e+02	3.3543e+00
5.5601e+02	4.0048e+02	3.3906e+00
8.6147e+02	3.9827e+02	3.1339e+00
1.1835e+03	3.9843e+02	3.4298e+00
1.2101e+03	3.9722e+02	3.2499e+00
1.0181e+02	4.0006e+02	3.2743e+00
3.3270e+02	3.9946e+02	3.2412e+00
1.3319e+03	3.9883e+02	3.3926e+00
5.0359e+02	4.0201e+02	3.2316e+00
8.3489e+02	4.0106e+02	3.1320e+00
1.3048e+03	4.0062e+02	2.9155e+00
3.0615e+02	4.0129e+02	3.4288e+00
5.8147e+02	4.0134e+02	3.3723e+00
6.0895e+02	4.0064e+02	3.0568e+00
8.0883e+02	4.0194e+02	3.2306e+00
1.0074e+03	4.0157e+02	3.0364e+00
2.7878e+02	4.0284e+02	3.0860e+00
1.1557e+03	4.0209e+02	3.3584e+00
7.5332e+01	4.0290e+02	3.1267e+00
4.7744e+02	4.0412e+02	3.1454e+00
5.3124e+02	4.0286e+02	3.3605e+00
9.8058e+02	4.0400e+02	3.3224e+00
1.1295e+03	4.0363e+02	3.3297e+00
7.8214e+02	4.0484e+02	3.3098e+00
1.2791e+03	4.0437e+02	3.3190e+00
4.7813e+01	4.0525e+02	3.3401e+00
2.2593e+02	4.0579e+02	3.2575e+00
2.5267e+02	4.0501e+02	3.0847e+00
9.5492e+02	4.0531e+02	3.0790e+00
1.1040e+03	4.0515e+02	3.1699e+00
7.5569e+02	4.0617e+02	3.1922e+00
1.0771e+03	4.0728e+02	3.2607e+00
1.2512e+03	4.0601e+02	3.4416e+00
4.2545e+02	4.0831e+02	3.2481e+00
4.5119e+02	4.0696e+02	3.2535e+00
7.2969e+02	4.0736e+02	3.4446e+00
2.0926e+01	4.0822e+02	3.2765e+00
1.9895e+02	4.0785e+02	3.2804e+00
3.9937e+02	4.1011e+02	3.3235e+00
7.0222e+02	4.0880e+02	3.2711e+00
9.2838e+02	4.0749e+02	3.3006e+00
1.2234e+03	4.0854e+02	3.0794e+00
6.2241e+02	4.1027e+02	2.9537e+00
1.0502e+03	4.0953e+02	3.4333e+00
1.1978e+03	4.1057e+02	3.2533e+00
1.7265e+02	4.0935e+02	3.3216e+00
6.7482e+02	4.1029e+02	3.2166e+00
9.0242e+02	4.0949e+02	3.1857e+00
1.3467e+03	4.1049e+02	3.4751e+00
1.4561e+02	4.1093e+02	3.4160e+00
6.4839e+02	4.1142e+02	2.9802e+00
8.7482e+02	4.1157e+02	3.1164e+00
3.4735e+02	4.1208e+02	3.3104e+00
3.7369e+02	4.1112e+02	3.1177e+00
5.4500e+02	4.1373e+02	2.9910e+00
1.0227e+03	4.1210e+02	3.2084e+00
9.9548e+02	4.1471e+02	3.4171e+00
1.1708e+03	4.1414e+02	3.3679e+00
8.9623e+01	4.1476e+02	3.2969e+00
1.1822e+02	4.1338e+02	3.4054e+00
5.9734e+02	4.1375e+02	3.1976e+00
8.2412e+02	4.1456e+02	3.3399e+00
8.5043e+02	4.1355e+02	3.0332e+00
1.3195e+03	4.1436e+02	3.3278e+00
2.9297e+02	4.1569e+02	3.3517e+00
3.1982e+02	4.1435e+02	3.0635e+00
5.6994e+02	4.1496e+02	3.0232e+00
1.2926e+03	4.1588e+02	3.4850e+00
6.3688e+01	4.1648e+02	3.1588e+00
5.1716e+02	4.1663e+02	3.5128e+00
7.9646e+02	4.1646e+02	2.9859e+00
1.1429e+03	4.1661e+02	3.0885e+00
2.3969e+02	4.1877e+02	3.3140e+00
2.6615e+02	4.1711e+02	3.2024e+00
9.6854e+02	4.1738e+02	2.8624e+00
1.1173e+03	4.1768e+02	3.1832e+00
3.6217e+01	4.1872e+02	3.0650e+00
4.9121e+02	4.1862e+02	3.2475e+00
7.4255e+02	4.2039e+02	3.2165e+00
9.4333e+02	4.1967e+02	3.3488e+00
1.2645e+03	4.1955e+02	3.4087e+00
2.1294e+02	4.2017e+02	3.3543e+00
4.3938e+02	4.2112e+02	3.1779e+00
4.6589e+02	4.1912e+02	3.4558e+00
7.6976e+02	4.1965e+02	3.2841e+00
1.0916e+03	4.2015e+02	3.3870e+00
7.1618e+02	4.2186e+02	3.1561e+00
1.0639e+03	4.2186e+02	3.2880e+00
1.8589e+02	4.2252e+02	3.2837e+00
6.6123e+02	4.2385e+02	3.3153e+00
6.8940e+02	4.2266e+02	3.3012e+00
9.1670e+02	4.2216e+02	3.2144e+00
1.2125e+03	4.2313e+02	3.2771e+00
1.2377e+03	4.2198e+02	3.4556e+00
1.3615e+03	4.2062e+02	3.8050e+00
1.6003e+02	4.2361e+02	3.2574e+00
3.8771e+02	4.2378e+02	3.1467e+00
4.1372e+02	4.2360e+02	3.4056e+00
6.3541e+02	4.2444e+02	3.4858e+00
8.9010e+02	4.2390e+02	3.3324e+00
1.0368e+03	4.2428e+02	3.1441e+00
1.0590e+01	4.2166e+02	2.7925e+00
1.3254e+02	4.2544e+02	3.2489e+00
3.6118e+02	4.2505e+02	3.2491e+00
8.6245e+02	4.2565e+02	3.1469e+00
1.1850e+03	4.2546e+02	3.2827e+00
1.0113e+03	4.2724e+02	3.0381e+00
1.3323e+03	4.2659e+02	3.1181e+00
3.0752e+02	4.2761e+02	3.3009e+00
3.3344e+02	4.2683e+02	3.2272e+00
5.8389e+02	4.2691e+02	3.0839e+00
6.1116e+02	4.2675e+02	3.3139e+00
8.3784e+02	4.2732e+02	3.2379e+00
1.3071e+03	4.2822e+02	3.0809e+00
1.0591e+02	4.2801e+02	3.4200e+00
5.3118e+02	4.2893e+02	2.9021e+00
5.5602e+02	4.2922e+02	3.4559e+00
1.1579e+03	4.2787e+02	3.3380e+00
7.7669e+01	4.2871e+02	3.1214e+00
2.8024e+02	4.2959e+02	3.1947e+00
8.0995e+02	4.2902e+02	3.3516e+00
1.1316e+03	4.3068e+02	3.2974e+00
5.2151e+01	4.3128e+02	3.1682e+00
2.5425e+02	4.3196e+02	3.2945e+00
7.8584e+02	4.3096e+02	3.2285e+00
9.8416e+02	4.3115e+02	3.2298e+00
1.1053e+03	4.3206e+02	3.2416e+00
1.2788e+03	4.3139e+02	3.1450e+00
2.4741e+01	4.3374e+02	3.5800e+00
4.7909e+02	4.3280e+02	3.1434e+00
5.0537e+02	4.3117e+02	3.3184e+00
7.5708e+02	4.3281e+02	3.1727e+00
9.3075e+02	4.3377e+02	3.2575e+00
9.5722e+02	4.3234e+02	3.4842e+00
1.2512e+03	4.3426e+02	3.3672e+00
2.0078e+02	4.3485e+02	3.1754e+00
2.2663e+02	4.3375e+02	3.3637e+00
4.2681e+02	4.3554e+02	3.1435e+00
4.5298e+02	4.3475e+02	3.4631e+00
7.3001e+02	4.3441e+02	3.2686e+00
1.0787e+03	4.3400e+02	3.0374e+00
7.0236e+02	4.3525e+02	3.4023e+00
9.0398e+02	4.3573e+02	3.3169e+00
1.2252e+03	4.3566e+02	3.0120e+00
1.7433e+02	4.3606e+02	3.3235e+00
4.0055e+02	4.3756e+02	3.2846e+00
6.7634e+02	4.3655e+02	3.2265e+00
1.0517e+03	4.3630e+02	3.1513e+00
1.3474e+03	4.3769e+02	3.3128e+00
1.4759e+02	4.3805e+02	3.3155e+00
3.7434e+02	4.3868e+02	3.1173e+00
6.4888e+02	4.3747e+02	2.8467e+00
8.5017e+02	4.3995e+02	3.3183e+00
8.7743e+02	4.3805e+02	3.2669e+00
1.2000e+03	4.3868e+02	3.3239e+00
1.1993e+02	4.3939e+02	3.2392e+00
3.4913e+02	4.3899e+02	3.3604e+00
6.2631e+02	4.3903e+02	3.2066e+00
1.0244e+03	4.3995e+02	3.6970e+00
5.7087e+02	4.4039e+02	3.5991e+00
1.3209e+03	4.4091e+02	3.3500e+00
9.2294e+01	4.4130e+02	3.3896e+00
5.9755e+02	4.4106e+02	3.2117e+00
6.5236e+01	4.4268e+02	3.3907e+00
3.2160e+02	4.4098e+02	3.4506e+00
7.9862e+02	4.4394e+02	3.2631e+00
8.2532e+02	4.4160e+02	3.1289e+00
9.9775e+02	4.4249e+02	3.1786e+00
1.1459e+03	4.4310e+02	3.2898e+00
1.1726e+03	4.4157e+02	3.3196e+00
2.9518e+02	4.4357e+02	3.2443e+00
5.1895e+02	4.4382e+02	3.2821e+00
5.4459e+02	4.4342e+02	2.6326e+00
2.6849e+02	4.4408e+02	3.2895e+00
9.7156e+02	4.4502e+02	3.2769e+00
1.2947e+03	4.4401e+02	3.1469e+00
7.4423e+02	4.4569e+02	3.1094e+00
7.7204e+02	4.4480e+02	3.3876e+00
1.1193e+03	4.4575e+02	3.2930e+00
2.1460e+02	4.4746e+02	3.1536e+00
2.4140e+02	4.4599e+02	3.2258e+00
4.6750e+02	4.4648e+02	3.1204e+00
4.9331e+02	4.4582e+02	3.3041e+00
9.4384e+02	4.4646e+02	3.1531e+00
1.2677e+03	4.4589e+02	3.3080e+00
3.8883e+01	4.4668e+02	3.4175e+00
1.0939e+03	4.4698e+02	3.0646e+00
1.2759e+01	4.4997e+02	3.4146e+00
7.1753e+02	4.4809e+02	3.0671e+00
9.1793e+02	4.4855e+02	3.2176e+00
1.0665e+03	4.4844e+02	3.5887e+00
1.2397e+03	4.4934e+02	3.0910e+00
1.8881e+02	4.4964e+02	3.1366e+00
3.6160e+02	4.5291e+02	3.5544e+00
4.4142e+02	4.4977e+02	3.0578e+00
6.3913e+02	4.5171e+02	3.2230e+00
6.6281e+02	4.4839e+02	3.5993e+00
4.1597e+02	4.5054e+02	3.4908e+00
6.9052e+02	4.4989e+02	3.2282e+00
8.9153e+02	4.5069e+02	3.1750e+00
1.3627e+03	4.4973e+02	3.6726e+00
1.6206e+02	4.5121e+02	3.2186e+00
3.8795e+02	4.5210e+02	3.4469e+00
1.0392e+03	4.5126e+02	3.0735e+00
1.2135e+03	4.5106e+02	3.3213e+00
1.3477e+02	4.5161e+02	3.3203e+00
6.1251e+02	4.5328e+02	3.3111e+00
8.6565e+02	4.5242e+02	3.1382e+00
1.1862e+03	4.5314e+02	3.1059e+00
1.3347e+03	4.5380e+02	3.2132e+00
1.0789e+02	4.5428e+02	3.3217e+00
8.3804e+02	4.5471e+02	3.1631e+00
1.0119e+03	4.5450e+02	3.2520e+00
3.0930e+02	4.5531e+02	3.1737e+00
3.3521e+02	4.5479e+02	3.1819e+00
5.0751e+02	4.5761e+02	3.3079e+00
5.3395e+02	4.5587e+02	3.2589e+00
5.8621e+02	4.5589e+02	3.0862e+00
8.1290e+02	4.5590e+02	3.2487e+00
1.3084e+03	4.5557e+02	3.1408e+00
2.8297e+02	4.5665e+02	3.3046e+00
9.8628e+02	4.5670e+02	3.1864e+00
1.1604e+03	4.5607e+02	3.2369e+00
8.0857e+01	4.5689e+02	3.0540e+00
2.5636e+02	4.5865e+02	3.2960e+00
7.5833e+02	4.5828e+02	3.2773e+00
7.8498e+02	4.5787e+02	3.1992e+00
5.5877e+02	4.5706e+02	3.1600e+00
1.1335e+03	4.5795e+02	3.3927e+00
5.3606e+01	4.5912e+02	3.3320e+00
4.8045e+02	4.6012e+02	3.2973e+00
9.5893e+02	4.5949e+02	3.2172e+00
1.1070e+03	4.5985e+02	3.0660e+00
1.2824e+03	4.5838e+02	3.2932e+00
2.6037e+01	4.6068e+02	3.0730e+00
2.2938e+02	4.6045e+02	3.3515e+00
7.0548e+02	4.6153e+02	3.2096e+00
1.0811e+03	4.6144e+02	3.5601e+00
7.3248e+02	4.6011e+02	3.2807e+00
9.3220e+02	4.6145e+02	3.1895e+00
1.2537e+03	4.6121e+02	3.4600e+00
2.0320e+02	4.6193e+02	3.4431e+00
4.5454e+02	4.6203e+02	3.1276e+00
6.7790e+02	4.6359e+02	3.2407e+00
1.7618e+02	4.6373e+02	3.4768e+00
9.0545e+02	4.6359e+02	3.3620e+00
1.0533e+03	4.6365e+02	3.0003e+00
1.2274e+03	4.6325e+02	3.3517e+00
4.2852e+02	4.6432e+02	3.2827e+00
6.5292e+02	4.6446e+02	3.2243e+00
4.0217e+02	4.6488e+02	2.9961e+00
8.7914e+02	4.6514e+02	3.3894e+00
